Topic,ctfidf_top_terms
0,"机器人,人类,中国,救护车,机器,这些,发展,以为,视频,医生,公司,人形机器人,知道,这样,救人"
1,"装备,解说,搞笑,起跑线,开始,好笑,视频,结束,解体,真的,输在,嘲笑,原地,不笑,自毁"
2,"ai,春晚,宇树,公司,科技,东西,这样,玩意,测试,过程,技术,产品,这些,一样,程序员"
3,"一地,零件,质量,摔倒,一块,粉身碎骨,一下,材料,电机,挣扎,稀碎,粉碎性,碎成,降温,骨折"
4,"红色,闪电,减速带,去年,马拉松,比赛,跑步,追尾,测试,亦庄,一年,厉害,黑衣服,速度,走路"
5,"机器人,遥控,人形,马拉松,为什么,玩具,轮子,人形机器人,荣耀,人类,做成,跑步,比赛,自主,设计"
6,"担架,抬担架,抢救,扫把,抬走,一把,家里,icu,单架,对不起,拿个,养老,饭店,服务员,母亲"
