Topic,ctfidf_top_terms
0,"机器人,人类,机器,人形,马拉松,人形机器人,跑步,需要,ai,外卖,比赛,为什么,三个,服务,发展"
1,"去年,意义,进步,评论,科技,发展,真的,亦庄,搞笑,技术,比赛,好笑,今年,知道,诡异"
2,"可爱,跑步,孩子,最后,奶瓶,地上,姿势,低血糖,膝盖,好像,小孩,担架,真的,站不稳,起来"
3,"遥控,轮子,马拉松,跟着,遥控器,自主,汽车,赛车,f1,程序员,更快,地形,战场,跑步,比赛"
4,"降温,散热,冰块,干冰,电池,润滑,wd40,云南白药,换电池,喷雾,关节,加冰,冷却,润滑剂,以为"
