Topic,ctfidf_top_terms
-1,"赛跑,龟兔,版龟,机器人,味道,种龟,既视感,整龟,龟速,取胜,乌龟,一套,naranja,妹妹,这儿"
0,"地上,镜头,可爱,奶瓶,小孩,真的,最后,一转,低血糖,搞笑,好笑,坐在,不行,语言,奶嘴"
1,"机器人,汽车,为什么,遥控,机器,小机器人,人类,人形机器人,人形,自主,比赛,做成,马拉松,轮子,为了"
