method,k_or_mcs,n_topics,outlier_rate,silhouette,dbcv,mean_ari,min_ari,largest_share,smallest_share
hdbscan,30,2.0,0.0,0.6061139702796936,0.7305840902426163,1.0,1.0,0.9589249492900609,0.04107505070993915
hdbscan,50,2.0,0.0,0.6061139702796936,0.7305840902426163,1.0,1.0,0.9589249492900609,0.04107505070993915
hdbscan,80,2.0,0.0,0.6061139702796936,0.7305840902426163,1.0,1.0,0.9589249492900609,0.04107505070993915
hdbscan,100,2.0,0.3433062880324544,0.573684573173523,0.10505384669157576,1.0,1.0,0.5521235521235521,0.44787644787644787
hdbscan,200,2.0,0.5329614604462475,0.6521106362342834,0.25263197571933055,1.0,1.0,0.511400651465798,0.48859934853420195
kmeans,5,5.0,0.0,0.33603325486183167,,0.9990278451887117,0.9985417677830675,0.3620689655172414,0.04107505070993915
kmeans,7,7.0,0.0,0.3479771614074707,,1.0,1.0,0.3118661257606491,0.04107505070993915
kmeans,10,10.0,0.0,0.3730427920818329,,0.8276647634985471,0.7465301186482894,0.1526369168356998,0.04107505070993915
