topic,top_terms,size
0,"机器人, 机器, 凉面, 本人, 内容, 这些, 马拉松, 干嘛, 麻酱, 点赞, 半马, 肯定, 演唱会, 代表, 此条",607
1,"机器人, 评论, 严肃, 统治, 本人, 名状, 地球, 之后, 当做, ai, 公司, 加油, 支持, 喜欢, 原来",246
2,"机器人, 知道, 人类, 意义, 厉害, 这样, 努力, 感动, 工作, 好像, 跑步, 未来, 样子, 一起, 准备",340
3,"人, 机器人, 一样, 真的, 跑步, 孩子, 看着, 最后, 为什么, 可爱, 心疼, 开始, 豆包, 哪里, 世界",384
4,"比赛, 遥控, 机器人, 马拉松, 自主, 需要, 后面, 跑步, 人家, 进步, 科技, 参加, 表演, 跳舞, 是不是",395
