robot_status,topic,mean_share_post_averaged,n_posts_in_status
强势,0,0.08487402275797126,11
强势,1,0.03376909997718161,11
强势,2,0.02731387213740211,11
强势,3,0.03203359264727435,11
强势,4,0.09409863133380889,11
强势,5,0.03912090730859254,11
强势,6,0.007440914043969197,11
强势,7,0.0315377186458521,11
强势,8,0.013438089245337355,11
强势,9,0.03812577260731199,11
强势,10,0.01867016212413716,11
强势,11,0.022376659594530043,11
强势,12,0.013955733279961219,11
强势,13,0.031099044102760983,11
强势,14,0.008251189099337567,11
强势,15,0.01791195802338056,11
强势,16,0.003117487758998187,11
强势,17,0.006947203493751802,11
强势,18,0.008215422424334855,11
强势,19,0.03554409088831977,11
强势,20,0.002824093272007462,11
强势,21,0.010230541869255783,11
强势,22,0.010624414939620463,11
强势,23,0.004336690573824049,11
强势,24,0.003974721119631584,11
强势,25,0.01492258900788558,11
强势,26,0.002623661438508648,11
强势,27,0.004765231105291247,11
强势,28,0.005964229103612059,11
强势,29,0.008480341648610947,11
强势,30,0.006091743602910482,11
强势,31,0.015156554073476063,11
强势,32,0.003547148099153889,11
强势,33,0.0019074138999245539,11
强势,34,0.004498852882864931,11
强势,35,0.01187231376424751,11
强势,36,0.002200831893111967,11
强势,37,0.026774692135734836,11
强势,38,0.01748574417842002,11
强势,39,0.002673200994963418,11
强势,40,0.035547650427979034,11
强势,41,0.0029538364014632503,11
强势,42,0.0018505700741258276,11
强势,43,0.0062130831375830425,11
强势,44,0.014406331245116068,11
强势,45,0.0017162684592320113,11
强势,46,0.026484808857518936,11
强势,47,0.0022402710117000444,11
强势,48,0.012033239297114823,11
强势,49,0.0080594125323567,11
强势,50,0.01925192425444019,11
强势,51,0.00894764903392441,11
强势,52,0.010212312702666988,11
强势,53,0.008570374243574937,11
强势,54,0.0021820559101021716,11
强势,55,0.021818181818181816,11
强势,56,0.0010080263947863577,11
强势,57,0.019860036334145525,11
强势,58,0.002309823201167023,11
强势,59,0.0038616746677777158,11
强势,60,0.003349581380471088,11
强势,61,0.0012447946229368163,11
强势,62,0.001409406822900086,11
强势,63,0.0047254584830693815,11
强势,64,0.0032572682199174595,11
强势,65,0.0013380175360629375,11
强势,66,0.0010602363996391367,11
强势,67,0.004873799582933872,11
强势,68,0.002122964870854788,11
强势,69,0.010001596344457964,11
强势,70,0.0011239638718537894,11
强势,71,0.014096098653484579,11
强势,72,0.0026494878248282715,11
强势,73,0.000680032080021147,11
强势,74,0.006266828451788398,11
强势,75,0.0034763537525543575,11
