post_category,topic,mean_share_post_averaged,n_posts_in_category
弱势|同伴,0,0.24092409240924093,1
弱势|同伴,1,0.3795379537953795,1
弱势|同伴,2,0.039603960396039604,1
弱势|同伴,3,0.0924092409240924,1
弱势|同伴,4,0.09900990099009901,1
弱势|同伴,5,0.1353135313531353,1
弱势|同伴,6,0.009900990099009901,1
弱势|同伴,7,0.0033003300330033004,1
弱势|同伴,8,0.0,1
弱势|同伴,9,0.0,1
弱势|观众,0,0.165585261621847,2
弱势|观众,1,0.11172347300396081,2
弱势|观众,2,0.1435532624557015,2
弱势|观众,3,0.1608036272670419,2
弱势|观众,4,0.12399676881384199,2
弱势|观众,5,0.10626433187408797,2
弱势|观众,6,0.06414165103189493,2
弱势|观众,7,0.08824525745257453,2
弱势|观众,8,0.020833333333333332,2
弱势|观众,9,0.014853033145716073,2
弱势|评价者,0,0.0,1
弱势|评价者,1,0.4,1
弱势|评价者,2,0.0,1
弱势|评价者,3,0.4,1
弱势|评价者,4,0.0,1
弱势|评价者,5,0.0,1
弱势|评价者,6,0.0,1
弱势|评价者,7,0.2,1
弱势|评价者,8,0.0,1
弱势|评价者,9,0.0,1
