robot_status,topic,mean_share_post_averaged,n_posts_in_status
强势,0,0.18024494142705005,1
强势,1,0.09345047923322684,1
强势,2,0.1992811501597444,1
强势,3,0.08186900958466453,1
强势,4,0.09198615548455805,1
强势,5,0.10210330138445155,1
强势,6,0.06056975505857295,1
强势,7,0.09358359957401491,1
强势,8,0.05950479233226837,1
强势,9,0.03740681576144835,1
成功,0,0.14893148129615516,4
成功,1,0.1833584572353314,4
成功,2,0.026877160561949037,4
成功,3,0.1385954167751102,4
成功,4,0.04302017178117985,4
成功,5,0.06902052807983279,4
成功,6,0.11445966280122669,4
成功,7,0.18220593711831437,4
成功,8,0.07608674094747708,4
成功,9,0.017444443403423437,4
