Topic,ctfidf_top_terms
-1,"起跑线,输在,春晚,轮子,抢救,就业,维修,车上,液体,bumper,家里,四个,必要,起来,晚上"
0,"机器人,ai,人类,以为,这样,开始,救护车,一下,视频,一地,装备,为什么,马拉松,测试,公司"
1,"担架,抬担架,拿个,扫把,抬走,搞笑,过来,单架,还要,扫帚,垃圾桶,塑料袋,准备,绷住,多余"
