robot_status,topic,mean_share_post_averaged,n_posts_in_status
弱势,0,0.2193708758774564,4
弱势,1,0.03673494108322652,4
弱势,2,0.17712270406215105,4
弱势,3,0.02632001591341123,4
弱势,4,0.08383270433047056,4
弱势,5,0.09120259000571727,4
弱势,6,0.0775343423179091,4
弱势,7,0.04753615605462985,4
弱势,8,0.04275755319434382,4
弱势,9,0.11387126752074833,4
弱势,10,0.02961131596274074,4
弱势,11,0.05410553367719512,4
