post_category,topic,mean_share_post_averaged,n_posts_in_category
失败|抢救者,0,0.3576609479963762,2
失败|抢救者,1,0.18096714091175853,2
失败|抢救者,2,0.17996433190698946,2
失败|抢救者,3,0.21911946532047155,2
失败|抢救者,4,0.06228811386440427,2
失败|观众,0,0.22077922077922077,1
失败|观众,1,0.37662337662337664,1
失败|观众,2,0.16883116883116883,1
失败|观众,3,0.22077922077922077,1
失败|观众,4,0.012987012987012988,1
