Topic,ctfidf_top_terms
-1,"奶瓶,赛跑,奶嘴,镜头,龟兔,小鼻嘎,遥控,语言,低血糖,耐克,可爱,小孩,斯皮尔伯格,脖子,安抚"
0,"地上,可爱,镜头,小孩,真的,最后,一转,搞笑,好笑,坐在,不行,好像,视频,评论,转过"
1,"机器人,汽车,为什么,机器,小机器人,人类,人形机器人,人形,自主,比赛,做成,轮子,马拉松,为了,这些"
