robot_status,topic,mean_share_post_averaged,n_posts_in_status
,0,0.09775491113189898,1
,1,0.08091674462114125,1
,2,0.09588400374181479,1
,3,0.15622076707202995,1
,4,0.05753040224508887,1
,5,0.10944808231992516,1
,6,0.11225444340505145,1
,7,0.11131898971000935,1
,8,0.09915809167446211,1
,9,0.07951356407857811,1
中性,0,0.07791668807940935,3
中性,1,0.12053855773109022,3
中性,2,0.13105571829239995,3
中性,3,0.14326954671948997,3
中性,4,0.07768075858728847,3
中性,5,0.10937239640515088,3
中性,6,0.08741577005673208,3
中性,7,0.0897302928796012,3
中性,8,0.11478553775572653,3
中性,9,0.048234733493111324,3
失败,0,0.1414893553782601,3
失败,1,0.059676743076835376,3
失败,2,0.09563494180631958,3
失败,3,0.0791048602617372,3
失败,4,0.10325950665082438,3
失败,5,0.0882554924302547,3
失败,6,0.09575115428728105,3
失败,7,0.14920475169069242,3
失败,8,0.10821599424618107,3
失败,9,0.07940720017161412,3
弱势,0,0.07510018121887237,4
弱势,1,0.09918735306926565,4
弱势,2,0.18240066501959762,4
弱势,3,0.3187430340125945,4
弱势,4,0.037706567326526275,4
弱势,5,0.03722901018994958,4
弱势,6,0.059064284711773246,4
弱势,7,0.06949849534672041,4
弱势,8,0.08439938740590758,4
弱势,9,0.03667102169879277,4
强势,0,0.12606496272630457,1
强势,1,0.1558839190628328,1
强势,2,0.06882321618743344,1
强势,3,0.04978700745473908,1
强势,4,0.16932907348242812,1
强势,5,0.08439829605963792,1
强势,6,0.06190095846645367,1
强势,7,0.1062300319488818,1
强势,8,0.09398296059637913,1
强势,9,0.08359957401490947,1
成功,0,0.08828157588765397,4
成功,1,0.11292383765467143,4
成功,2,0.07411432558131051,4
成功,3,0.11021845269666404,4
成功,4,0.1526024824495604,4
成功,5,0.06890604519149586,4
成功,6,0.09966196090162774,4
成功,7,0.11245622339678872,4
成功,8,0.08384176384851133,4
成功,9,0.09699333239171602,4
