robot_status,topic,mean_share_post_averaged,n_posts_in_status
,0,0.08465855940130963,1
,1,0.08933582787652011,1
,2,0.07577174929840973,1
,3,0.09962581852198316,1
,4,0.04490177736202058,1
,5,0.08746492048643592,1
,6,0.09073900841908325,1
,7,0.09167446211412535,1
,8,0.08840037418147802,1
,9,0.07717492984097288,1
,10,0.10570626753975679,1
,11,0.06454630495790459,1
中性,0,0.11880101099291278,3
中性,1,0.10470947969371214,3
中性,2,0.1121977104716877,3
中性,3,0.11334971602809975,3
中性,4,0.08605547691239152,3
中性,5,0.05378335910648907,3
中性,6,0.04711192713126868,3
中性,7,0.09803649042811469,3
中性,8,0.07539932818493134,3
中性,9,0.0536136144553922,3
中性,10,0.10790659683776616,3
中性,11,0.029035289757234004,3
失败,0,0.1047283618662538,3
失败,1,0.06286085159292495,3
失败,2,0.06731995519622223,3
失败,3,0.0745789249239254,3
失败,4,0.10706633795171576,3
失败,5,0.06941519605401957,3
失败,6,0.06809022824338452,3
失败,7,0.1382696419133712,3
失败,8,0.09068618691026915,3
失败,9,0.09900576972830501,3
失败,10,0.07019330046331819,3
失败,11,0.04778524515629018,3
弱势,0,0.06753460289743796,4
弱势,1,0.09723526409864251,4
弱势,2,0.1069541065269754,4
弱势,3,0.1654756892199539,4
弱势,4,0.031164537654515923,4
弱势,5,0.033945192127092634,4
弱势,6,0.04026224620585886,4
弱势,7,0.051051464198952734,4
弱势,8,0.05837200746341051,4
弱势,9,0.02680208804182482,4
弱势,10,0.29084154545848584,4
弱势,11,0.03036125610684896,4
强势,0,0.10543130990415335,1
强势,1,0.15495207667731628,1
强势,2,0.060303514376996804,1
强势,3,0.04912140575079872,1
强势,4,0.14550053248136316,1
强势,5,0.06589456869009584,1
强势,6,0.05071884984025559,1
强势,7,0.086395101171459,1
强势,8,0.08479765708200213,1
强势,9,0.06549520766773163,1
强势,10,0.049387646432374865,1
强势,11,0.08200212992545261,1
成功,0,0.13800506976770793,4
成功,1,0.04587992604807853,4
成功,2,0.0662334674232881,4
成功,3,0.09409386685835087,4
成功,4,0.09315486320196266,4
成功,5,0.07154056995679145,4
成功,6,0.1224173566010373,4
成功,7,0.07037219476736593,4
成功,8,0.07130353569151124,4
成功,9,0.09465575288108782,4
成功,10,0.04751756494941592,4
成功,11,0.0848258318534022,4
