method,k_or_mcs,n_topics,outlier_rate,silhouette,dbcv,mean_ari,min_ari,largest_share,smallest_share
hdbscan,30,13.0,0.3100671140939597,0.657355785369873,0.38682144673270463,1.0,1.0,0.25486381322957197,0.037937743190661476
hdbscan,50,2.0,0.18791946308724833,0.4629659950733185,0.3823811169498942,1.0,1.0,0.7876033057851239,0.21239669421487603
hdbscan,80,3.0,0.4268456375838926,0.5861802697181702,0.22116872460616915,1.0,1.0,0.5456674473067916,0.14988290398126464
hdbscan,100,2.0,0.3315436241610738,0.5483270883560181,0.3849051236582782,1.0,1.0,0.7379518072289156,0.2620481927710843
hdbscan,200,2.0,0.4436241610738255,0.6063469052314758,0.2677551842508788,1.0,1.0,0.7056694813027744,0.2943305186972256
kmeans,5,5.0,0.0,0.42155352234840393,,0.9975675009853721,0.9963512514780581,0.3476510067114094,0.016778523489932886
kmeans,7,7.0,0.0,0.44976311922073364,,1.0,1.0,0.21610738255033557,0.016778523489932886
kmeans,10,10.0,0.0,0.47291645407676697,,0.8806819818938413,0.821022972840762,0.18926174496644296,0.016778523489932886
