Topic,ctfidf_top_terms
0,"第一,搞笑,真的,倒数,人类,解说,春晚,加油,最后,好笑,比赛,意义,视频,感谢,一名"
1,"机器人,人类,遥控,自主,这些,机器,ai,马拉松,轮子,比赛,为什么,人形,跑步,玩具,人形机器人"
2,"保安,一脚,短腿,孩子,一步,鞋子,腿短,摔倒,这小,跑步,随时,步伐,认真,挺快,大爷"
3,"可爱,奶瓶,孩子,参加,小派,小孩,小朋友,宝宝,小小的,苍蝇,喜欢,马拉松,蟑螂,帽子,蚊子"
4,"降温,喷雾,屁股,过热,云南白药,防晒,散热,喷点,电机,wd40,关节,孩子,一下,制冷剂,裤裆"
5,"荣耀,宇树,第一个,闪电,撞线,机器人,遥控,厉害,参赛,成绩,华为,手机,比赛,终点,六名"
6,"鲁班,七号,王者,好像,小将,大师,二爹,一抓,一死,乒乓,峡谷,刺客,胞弟,cos,250"
