method,k,perplexity,reconstruction_err,topic_diversity,largest_topic_share,smallest_topic_share
lda,5,252.59494852836494,,0.9896551724137931,0.34630872483221475,0.13087248322147652
lda,7,270.9934729482792,,0.9901477832512315,0.3429530201342282,0.08590604026845637
lda,10,273.6970049083682,,0.9860426929392446,0.2865771812080537,0.04832214765100671
lda,12,269.20699127912394,,0.9947380206000895,0.2731543624161074,0.03691275167785235
nmf,5,,34.47710393500388,0.9647509578544061,0.3046979865771812,0.07651006711409396
nmf,7,,34.032604616585886,0.9531524487189512,0.21677852348993287,0.053691275167785234
nmf,10,,33.44416213345188,0.9656522532384602,0.1919463087248322,0.03557046979865772
nmf,12,,33.075862734520776,0.9691863053932019,0.17919463087248322,0.027516778523489934
