robot_status,topic,mean_share_post_averaged,n_posts_in_status
,0,0.25534821955938536,18
,1,0.2889387575622411,18
,2,0.22299357194897207,18
,3,0.1667250486088582,18
,4,0.06599440232054338,18
中性,0,0.19361334225330798,3
中性,1,0.3506708679122472,3
中性,2,0.24291834593826456,3
中性,3,0.18282263538206997,3
中性,4,0.02997480851411029,3
失败,0,0.30011917511917513,3
失败,1,0.336058086058086,3
失败,2,0.22703385203385204,3
失败,3,0.07632720132720132,3
失败,4,0.06046168546168546,3
弱势,0,0.10754178680606567,4
弱势,1,0.6105687570413388,4
弱势,2,0.20434121217177442,4
弱势,3,0.05963936814645849,4
弱势,4,0.017908875834362615,4
强势,0,0.25936145053212456,1
强势,1,0.10760741032715807,1
强势,2,0.1200893443699908,1
强势,3,0.30442780186572066,1
强势,4,0.2085139929050059,1
成功,0,0.21953902850296847,4
成功,1,0.18280280815728128,4
成功,2,0.26862422461293295,4
成功,3,0.2705584904170152,4
成功,4,0.0584754483098021,4
