帖子id,帖子标题,帖子点赞数,帖子评论数,comment_level,comment_id,parent_comment_id,user_id,content,comment_time,location,like_count,reply_count,char_len,post_category,robot_status,human_role,effective_token_count,robot_status_group
69e2583b00000000230211ea,"

",,2406.0,1,69ec18db000000002901aa52,,5f74a6f500000000010078ce,出征即阵亡,2026.04.25,北京,0.0,0.0,5,失败|抢救者,失败,抢救者,2,失败
69e2583b00000000230211ea,"

",,2406.0,1,69eb811c0000000029037cc9,,625bc9910000000010004b8e,我上完体育课就这样。。,2026.04.24,安徽,0.0,0.0,11,失败|抢救者,失败,抢救者,2,失败
69e2583b00000000230211ea,"

",,2406.0,1,69eb5dfc00000000280394d5,,681967e0000000000801687e,还挺像回事，还用担架[笑哭R],2026.04.24,河南,0.0,0.0,15,失败|抢救者,失败,抢救者,2,失败
69e2583b00000000230211ea,"

",,2406.0,1,69eb7c080000000028030c67,,5ffa6e8100000000010033d2,摔个稀碎。,2026.04.24,广东,0.0,0.0,5,失败|抢救者,失败,抢救者,2,失败
69e2583b00000000230211ea,"

",,2406.0,1,69eb6d8800000000270291aa,,62389f26000000001000b52f,真正实现了死在起跑线上了[大笑R],2026.04.24,天津,0.0,0.0,17,失败|抢救者,失败,抢救者,3,失败
69e2583b00000000230211ea,"

",,2406.0,1,69eb46950000000029036186,,6869115d000000001d01679b,一个跟头就稀碎了[石化R],2026.04.24,四川,0.0,0.0,13,失败|抢救者,失败,抢救者,2,失败
69e2583b00000000230211ea,"

",,2406.0,1,69eb7b7a000000002803ed0f,,630c29840000000012002750,好像钱撒了一地[哭惹R],2026.04.24,黑龙江,0.0,0.0,12,失败|抢救者,失败,抢救者,2,失败
69e2583b00000000230211ea,"

",,2406.0,1,69eb5bbe000000002702c210,,5f13acfb000000000101eb52,超级拆解[抓狂R],2026.04.24,湖北,0.0,0.0,9,失败|抢救者,失败,抢救者,2,失败
69e2583b00000000230211ea,"

",,2406.0,1,69eb5a850000000029035d87,,602200089999999997313024,做成这样，抬走吧,2026.04.24,广东,0.0,0.0,8,失败|抢救者,失败,抢救者,3,失败
69e2583b00000000230211ea,"

",,2406.0,1,69eb52a8000000002900f975,,5587f6ef88a091014ac47185,是被地上那个蓝色的障碍物挂到了,2026.04.24,江西,0.0,0.0,15,失败|抢救者,失败,抢救者,4,失败
69e2583b00000000230211ea,"

",,2406.0,1,69eb48aa000000002902ea81,,55b4e19f67bc6531ab242ceb,一言不合就的粉身碎骨,2026.04.24,江西,0.0,0.0,10,失败|抢救者,失败,抢救者,2,失败
69e2583b00000000230211ea,"

",,2406.0,1,69eb480b000000002a006912,,5c604c62000000001a003286,跑的真快，几秒钟就到了终点,2026.04.24,广东,0.0,0.0,13,失败|抢救者,失败,抢救者,3,失败
69e2583b00000000230211ea,"

",,2406.0,1,69eb475b0000000029037fb2,,5d31265d000000001003030c,谁贴的胶带没封边[笑哭R],2026.04.24,北京,0.0,0.0,13,失败|抢救者,失败,抢救者,2,失败
69e2583b00000000230211ea,"

",,2406.0,1,69eb4475000000002a033459,,630626c4000000000f007ba9,这机器是用浆糊粘的吗,2026.04.24,广东,1.0,0.0,10,失败|抢救者,失败,抢救者,2,失败
69e2583b00000000230211ea,"

",,2406.0,1,69eb3fd20000000029037d32,,5ff343e40000000001004d5d,掉地自检程序都没做好，人会掉地就拼命挣扎吗[笑哭R],2026.04.24,广东,1.0,0.0,26,失败|抢救者,失败,抢救者,6,失败
69e2583b00000000230211ea,"

",,2406.0,1,69eb3740000000001401c40a,,5fef03e4000000000100504d,用点好塑料啊，太脆了,2026.04.24,广东,0.0,0.0,10,失败|抢救者,失败,抢救者,3,失败
69e2583b00000000230211ea,"

",,2406.0,1,69eb35a4000000001401e801,,64df189d0000000001004a37,开始了吗？已经结束了！,2026.04.24,山东,0.0,0.0,11,失败|抢救者,失败,抢救者,2,失败
69e2583b00000000230211ea,"

",,2406.0,1,69eb347e000000001401ac03,,63eb21c50000000028018ffa,你说人为啥累，就是在做没有意义的事情,2026.04.24,广东,0.0,0.0,18,失败|抢救者,失败,抢救者,3,失败
69e2583b00000000230211ea,"

",,2406.0,1,69eb3135000000001401a014,,64ce2fba000000000e02764f,大陆制造的吧,2026.04.24,北京,0.0,0.0,6,失败|抢救者,失败,抢救者,2,失败
69e2583b00000000230211ea,"

",,2406.0,1,69eb30e7000000001401d416,,5ec218f90000000001004413,这是一点测试都没做过吗？,2026.04.24,广西,0.0,0.0,12,失败|抢救者,失败,抢救者,2,失败
69e2583b00000000230211ea,"

",,2406.0,1,69eb2f47000000001401c822,,63240884000000002303e328,跑个步怎么还爆装备了[doge],2026.04.24,江西,0.0,0.0,16,失败|抢救者,失败,抢救者,2,失败
69e2583b00000000230211ea,"

",,2406.0,1,69eb2f440000000014018c09,,5ec4cdde00000000010012ed,这么脆吗，我看有的机器人倒地上了扶起来还能跑,2026.04.24,浙江,0.0,0.0,22,失败|抢救者,失败,抢救者,3,失败
69e2583b00000000230211ea,"

",,2406.0,1,69eb2b50000000001401c40c,,60b8e0160000000001004afe,设计不合理，起跑应该在外面起步,2026.04.24,浙江,0.0,0.0,15,失败|抢救者,失败,抢救者,5,失败
69e2583b00000000230211ea,"

",,2406.0,1,69eb23ed0000000014018801,,6565b78f000000001103e127,不是你的错你很棒，可是我才跑出去一米呀,2026.04.24,北京,0.0,0.0,19,失败|抢救者,失败,抢救者,4,失败
69e2583b00000000230211ea,"

",,2406.0,1,69eb1e9d0000000014019003,,604c7d22000000000101d52b,看吧，一堆人看笑话,2026.04.24,北京,0.0,0.0,9,失败|抢救者,失败,抢救者,4,失败
69e2583b00000000230211ea,"

",,2406.0,1,69eb1aee000000001401b80b,,68d64e9b0000000022025806,以后的仿生人看这些，就跟我们看猿人一样,2026.04.24,河南,0.0,0.0,19,失败|抢救者,失败,抢救者,5,失败
69e2583b00000000230211ea,"

",,2406.0,1,69eb18f4000000001401a81b,,66043a78000000000b03008a,这难道就是“出身未捷身先死”[doge],2026.04.24,四川,0.0,0.0,20,失败|抢救者,失败,抢救者,4,失败
69e2583b00000000230211ea,"

",,2406.0,1,69eb18e4000000001401c815,,60050a370000000001005419,成功后代替人类就麻烦了,2026.04.24,浙江,0.0,0.0,11,失败|抢救者,失败,抢救者,4,失败
69e2583b00000000230211ea,"

",,2406.0,1,69eb1573000000001401c81b,,689d3332000000001a00ad03,快来个文科生机器人，写一篇体育生机器人的出师表[doge],2026.04.24,广西,0.0,0.0,29,失败|抢救者,失败,抢救者,7,失败
69e2583b00000000230211ea,"

",,2406.0,1,69eb145f0000000014019405,,557c69f3e58d137e0fb12d1c,好可惜，它不是踏步过去的吗，咋这么巧绊胶带上了[笑哭R],2026.04.24,江苏,0.0,0.0,28,失败|抢救者,失败,抢救者,5,失败
69e2583b00000000230211ea,"

",,2406.0,1,69eb04fe000000001401d40c,,6498168a000000002b00a601,下次再带个吸尘器吧,2026.04.24,浙江,0.0,0.0,9,失败|抢救者,失败,抢救者,3,失败
69e2583b00000000230211ea,"

",,2406.0,1,69eaffb6000000001401e019,,5f958ec1000000000100a05f,刚开始就已经结束了,2026.04.24,贵州,0.0,0.0,9,失败|抢救者,失败,抢救者,2,失败
69e2583b00000000230211ea,"

",,2406.0,1,69eaf17b0000000014019821,,5fba4ebd00000000010058c7,机器人什么牌子？,2026.04.24,山西,0.0,0.0,8,失败|抢救者,失败,抢救者,2,失败
69e2583b00000000230211ea,"

",,2406.0,1,69eae607000000001401bc0b,,5e9ef34d000000000100623c,这是为碰瓷党设计的吧，这可能讹不少,2026.04.24,马来西亚,0.0,0.0,17,失败|抢救者,失败,抢救者,3,失败
69e2583b00000000230211ea,"

",,2406.0,1,69eae3de000000001401dc11,,68aff0910000000019014cf0,粉身碎骨浑不怕,2026.04.24,广东,0.0,0.0,7,失败|抢救者,失败,抢救者,2,失败
69e2583b00000000230211ea,"

",,2406.0,1,69eae383000000001401dc26,,5f61f05b000000000101de00,比当年苏联解体还更解,2026.04.24,福建,0.0,0.0,10,失败|抢救者,失败,抢救者,4,失败
69e2583b00000000230211ea,"

",,2406.0,1,69eadebe000000001401ac18,,5becce156b58b70a0e924aef,能不能发给外国人看看哦,2026.04.24,浙江,0.0,0.0,11,失败|抢救者,失败,抢救者,3,失败
69e2583b00000000230211ea,"

",,2406.0,1,69eac93d000000001401c81d,,5eef465c0000000001006634,质量差到离谱,2026.04.24,浙江,0.0,0.0,6,失败|抢救者,失败,抢救者,3,失败
69e2583b00000000230211ea,"

",,2406.0,1,69eac391000000001401c40c,,5c1109a1000000000702ecc6,这些玩意有撒用，研究不应该用到实处,2026.04.24,重庆,0.0,0.0,17,失败|抢救者,失败,抢救者,6,失败
69e2583b00000000230211ea,"

",,2406.0,1,69eab4a10000000014018805,,61d459310000000010005a50,没跑几步脾气还挺大,2026.04.24,新加坡,0.0,0.0,9,失败|抢救者,失败,抢救者,3,失败
69e2583b00000000230211ea,"

",,2406.0,1,69eab4280000000014018c0d,,5f29f20f000000000101fc15,哈哈哈！正好输在起跑线上了[偷笑R],2026.04.24,上海,0.0,0.0,18,失败|抢救者,失败,抢救者,3,失败
69e2583b00000000230211ea,"

",,2406.0,1,69ea3f47000000001401e41a,,69e606940000000002001403,东一块，西一块了[捂脸R],2026.04.23,广东,0.0,0.0,13,失败|抢救者,失败,抢救者,2,失败
69e2583b00000000230211ea,"

",,2406.0,1,69ea2b89000000001401e803,,60d99a2f0000000001000a96,没有温度的机器人,2026.04.23,安徽,0.0,0.0,8,失败|抢救者,失败,抢救者,2,失败
69e2583b00000000230211ea,"

",,2406.0,1,69ea2543000000001401dc10,,5d0f7c9b00000000160086d8,假的，这里面直接给干个坑出来？？,2026.04.23,江苏,0.0,0.0,16,失败|抢救者,失败,抢救者,2,失败
69e2583b00000000230211ea,"

",,2406.0,1,69ea2455000000001401e427,,5aec4eb011be1031bb3b4276,倒下了，还不放弃，加油,2026.04.23,浙江,0.0,0.0,11,失败|抢救者,失败,抢救者,3,失败
69e2583b00000000230211ea,"

",,2406.0,1,69ea161b0000000014019025,,698dd0c4000000002102067b,一堆废铁而已,2026.04.23,广东,0.0,0.0,6,失败|抢救者,失败,抢救者,3,失败
69e2583b00000000230211ea,"

",,2406.0,1,69ea0b74000000001401c41a,,5d99b69f0000000001018eaa,这美国也不行啊[笑哭R],2026.04.23,广东,0.0,0.0,12,失败|抢救者,失败,抢救者,2,失败
69e2583b00000000230211ea,"

",,2406.0,1,69ea0327000000001401c830,,5c751d2a00000000110071cc,难怪机器人最近这么差了[捂脸R][捂脸R][捂脸R],2026.04.23,广东,0.0,0.0,26,失败|抢救者,失败,抢救者,3,失败
69e2583b00000000230211ea,"

",,2406.0,1,69ea031e000000001401e40f,,5c1bc35d000000000500821d,一开始就整这么高难度的啊 平时不做简单的跨越测试嘛 还没开始呢 就摔的稀巴烂 看的那叫一个崩溃[失望R],2026.04.23,河北,0.0,0.0,52,失败|抢救者,失败,抢救者,10,失败
69e2583b00000000230211ea,"

",,2406.0,1,69e9f968000000001401c006,,623b053c000000001000f301,哪来的粉末,2026.04.23,山东,0.0,0.0,5,失败|抢救者,失败,抢救者,2,失败
69e2583b00000000230211ea,"

",,2406.0,1,69e9f399000000001401d41e,,599282465e87e7289c3cc475,被脚下蓝色带子绊倒了,2026.04.23,陕西,0.0,0.0,10,失败|抢救者,失败,抢救者,4,失败
69e2583b00000000230211ea,"

",,2406.0,1,69e9f21b0000000014018c13,,668e0ddd000000000f036721,没设置倾倒断电模式，还不如个吸尘器[doge],2026.04.23,山东,0.0,0.0,23,失败|抢救者,失败,抢救者,6,失败
69e2583b00000000230211ea,"

",,2406.0,1,69e9eb00000000001401e810,,603e3a720000000001009707,得进icu了,2026.04.23,广东,0.0,0.0,6,失败|抢救者,失败,抢救者,2,失败
69e2583b00000000230211ea,"

",,2406.0,1,69e9e0e50000000014018820,,69d1f0450000000032028650,原地爆装备,2026.04.23,湖北,0.0,0.0,5,失败|抢救者,失败,抢救者,2,失败
69e2583b00000000230211ea,"

",,2406.0,1,69e9d88b000000001401c419,,6985b78c0000000021022c22,死了还知道挣扎两下,2026.04.23,四川,1.0,0.0,9,失败|抢救者,失败,抢救者,3,失败
69e2583b00000000230211ea,"

",,2406.0,1,69e9d7c9000000001401bc07,,5d304c1f000000001603e525,担架有点多余，直接上扫把垃圾铲吧[偷笑R],2026.04.23,广东,1.0,0.0,21,失败|抢救者,失败,抢救者,4,失败
69e2583b00000000230211ea,"

",,2406.0,1,69e9d39b000000001401d426,,599bfe8150c4b4718dd6693a,快抬担架！快抬担架来啊！,2026.04.23,北京,0.0,0.0,12,失败|抢救者,失败,抢救者,2,失败
69e2583b00000000230211ea,"

",,2406.0,1,69e9d32c000000001401e826,,61ea6c92000000002102b5f7,起步就被绊倒了[偷笑R]真惨,2026.04.23,浙江,2.0,0.0,14,失败|抢救者,失败,抢救者,3,失败
69e2583b00000000230211ea,"

",,2406.0,1,69e9d096000000001401b02d,,5486fd6b2e1d9312fb61e629,搞完之后一地鸡毛，一片暴雷，资本卷钱离场,2026.04.23,北京,0.0,0.0,20,失败|抢救者,失败,抢救者,8,失败
69e2583b00000000230211ea,"

",,2406.0,1,69e9c9cc000000001401880f,,6799041e000000000e01d63f,离真正的智能机器人还远的很，根本都没有感知的东西！,2026.04.23,广东,0.0,0.0,25,失败|抢救者,失败,抢救者,6,失败
69e2583b00000000230211ea,"

",,2406.0,1,69e9c72e000000001401a41b,,6463053f000000000f00516c,我已经帮忙打了120[doge],2026.04.23,江苏,0.0,0.0,16,失败|抢救者,失败,抢救者,2,失败
69e2583b00000000230211ea,"

",,2406.0,1,69e9c453000000001401d404,,5d80d8760000000001007d29,想减肥，买个机器人替我减,2026.04.23,广东,0.0,0.0,12,失败|抢救者,失败,抢救者,3,失败
69e2583b00000000230211ea,"

",,2406.0,1,69e9bdfa000000001401e823,,69a7ac44000000001d006637,还没开始，就先趴下了。,2026.04.23,浙江,0.0,0.0,11,失败|抢救者,失败,抢救者,2,失败
69e2583b00000000230211ea,"

",,2406.0,1,69e9b85f000000001401d424,,5efea2fe000000000100336d,怎么做到稀碎掉渣的[笑哭R],2026.04.23,浙江,0.0,0.0,14,失败|抢救者,失败,抢救者,2,失败
69e2583b00000000230211ea,"

",,2406.0,1,69e9b7fb000000001401cc23,,56663197b8c8b456bf26585f,资本来不及要变现了么。。。,2026.04.23,上海,0.0,0.0,13,失败|抢救者,失败,抢救者,3,失败
69e2583b00000000230211ea,"

",,2406.0,1,69e9b44a000000001401e414,,5d1851400000000011037f59,哈哈哈哈哈哈哈哈还要担架,2026.04.23,广东,0.0,0.0,12,失败|抢救者,失败,抢救者,2,失败
69e2583b00000000230211ea,"

",,2406.0,1,69e9ad0e000000001401d802,,5b89c4fb0ddda300012eb616,真的是爆了一地装备,2026.04.23,山东,0.0,0.0,9,失败|抢救者,失败,抢救者,3,失败
69e2583b00000000230211ea,"

",,2406.0,1,69e9ab4e0000000014018818,,646d463200000000250359be,突发恶疾[doge],2026.04.23,广东,1.0,0.0,10,失败|抢救者,失败,抢救者,2,失败
69e2583b00000000230211ea,"

",,2406.0,1,69e9aa4a000000001401ac0c,,623be9c50000000010006ac6,技术需要一个过程。,2026.04.23,河南,0.0,0.0,9,失败|抢救者,失败,抢救者,3,失败
69e2583b00000000230211ea,"

",,2406.0,1,69e9a941000000001401d412,,6986b693000000001d0196b0,不要紧，下次肯定做的防摔材料,2026.04.23,辽宁,0.0,0.0,14,失败|抢救者,失败,抢救者,4,失败
69e2583b00000000230211ea,"

",,2406.0,1,69e9a481000000001401d40e,,5c94d750000000001101becf,怎么有点像李乃文进行啊,2026.04.23,广东,0.0,0.0,11,失败|抢救者,失败,抢救者,3,失败
69e2583b00000000230211ea,"

",,2406.0,1,69e9a0ed000000001401b83e,,63d2b0d40000000026007949,时代要进步，就得有牺牲！技术也一样。,2026.04.23,河北,0.0,0.0,18,失败|抢救者,失败,抢救者,5,失败
69e2583b00000000230211ea,"

",,2406.0,1,69e99ffc000000001401e436,,69b90f24000000003301f627,还弄单架干嘛呢[笑哭R],2026.04.23,浙江,0.0,0.0,12,失败|抢救者,失败,抢救者,2,失败
69e2583b00000000230211ea,"

",,2406.0,1,69e99f37000000001401cc33,,647b542a000000001001e34a,他们只要过程不要结果，一旦完成比赛，他们就会去国资委拉投资，懂的都懂,2026.04.23,广东,1.0,0.0,34,失败|抢救者,失败,抢救者,9,失败
69e2583b00000000230211ea,"

",,2406.0,1,69e99e5b000000001401dc2e,,59bcff475e87e768620d8561,我的建议是，不如爬。,2026.04.23,浙江,0.0,0.0,10,失败|抢救者,失败,抢救者,2,失败
69e2583b00000000230211ea,"

",,2406.0,1,69e99e04000000001401e417,,5c7b1a06000000001600530c,减速带设计也不合理，那么高,2026.04.23,北京,1.0,0.0,13,失败|抢救者,失败,抢救者,3,失败
69e2583b00000000230211ea,"

",,2406.0,1,69e99ddf000000001401bc04,,670bdfe5000000001d023dc1,绝对是小米产的[笑哭R],2026.04.23,陕西,0.0,0.0,12,失败|抢救者,失败,抢救者,2,失败
69e2583b00000000230211ea,"

",,2406.0,1,69e99b61000000001401980c,,628db09500000000210208db,啥材质！掉地上散架了,2026.04.23,河南,0.0,0.0,10,失败|抢救者,失败,抢救者,3,失败
69e2583b00000000230211ea,"

",,2406.0,1,69e999ed0000000014019c15,,686cb3e0000000001b01bd58,漂亮，遥遥领先,2026.04.23,广东,0.0,0.0,7,失败|抢救者,失败,抢救者,2,失败
69e2583b00000000230211ea,"

",,2406.0,1,69e99676000000001401c02b,,5b2380d26b58b758bd2e3b49,最基本的走路还不会呢，[失望R],2026.04.23,北京,0.0,0.0,16,失败|抢救者,失败,抢救者,2,失败
69e2583b00000000230211ea,"

",,2406.0,1,69e995ab0000000014018804,,69451c450000000037009c20,原地自爆，未来战争的发展趋势,2026.04.23,广东,0.0,0.0,14,失败|抢救者,失败,抢救者,5,失败
69e2583b00000000230211ea,"

",,2406.0,1,69e994110000000014018812,,5f487cc0000000000101efcd,不是视觉识别，有点[满月R],2026.04.23,海南,0.0,0.0,14,失败|抢救者,失败,抢救者,2,失败
69e2583b00000000230211ea,"

",,2406.0,1,69e98ff40000000014019411,,5b30a10c4eacab7053f506be,落地成盒了[笑哭R],2026.04.23,江苏,0.0,0.0,10,失败|抢救者,失败,抢救者,2,失败
69e2583b00000000230211ea,"

",,2406.0,1,69e98b73000000001401d82c,,5e5c3aab0000000001004b47,完犊子了，跑散架子喽。,2026.04.23,北京,0.0,0.0,11,失败|抢救者,失败,抢救者,2,失败
69e2583b00000000230211ea,"

",,2406.0,1,69e98981000000001401e415,,663a322a0000000003033476,那个红色的是心脏吗？哪个器官呢？,2026.04.23,山东,1.0,0.0,16,失败|抢救者,失败,抢救者,4,失败
69e2583b00000000230211ea,"

",,2406.0,1,69e9887c000000001401cc2a,,5bac3af70336da000191ae9a,春晚的机器人不是都已经可以翻跟头了吗[尬住R],2026.04.23,浙江,0.0,0.0,23,失败|抢救者,失败,抢救者,3,失败
69e2583b00000000230211ea,"

",,2406.0,1,69e988330000000014019804,,5fb10c5f0000000001005a34,好像脑浆都出来了[失望R],2026.04.23,陕西,0.0,0.0,13,失败|抢救者,失败,抢救者,2,失败
69e2583b00000000230211ea,"

",,2406.0,1,69e98382000000001401d82a,,60e84968000000000101ddc0,太厉害了，一出场就爆装备[笑哭R][赞R],2026.04.23,广东,0.0,0.0,21,失败|抢救者,失败,抢救者,3,失败
69e2583b00000000230211ea,"

",,2406.0,1,69e97a42000000001401d804,,5fc46bbd0000000001002f29,看着太疼了[捂脸R],2026.04.23,云南,0.0,0.0,10,失败|抢救者,失败,抢救者,2,失败
69e2583b00000000230211ea,"

",,2406.0,1,69e975cf0000000014019400,,638005f0000000001f017223,[偷笑R]自由解体,2026.04.23,青海,0.0,0.0,9,失败|抢救者,失败,抢救者,2,失败
69e2583b00000000230211ea,"

",,2406.0,1,69e974c3000000002b0306d8,,69d18c2b0000000026038c8f,都是国外开源代码拿过来改吧改吧骗国家补贴的[微笑R][微笑R][微笑R],2026.04.23,新西兰,0.0,0.0,36,失败|抢救者,失败,抢救者,4,失败
69e2583b00000000230211ea,"

",,2406.0,1,69e9744f000000001401a411,,5e8eb9680000000001006dfd,打扰下各位有人有空来玩哦主页做个问卷吗（艺术生毕设需）,2026.04.23,加拿大,0.0,0.0,27,失败|抢救者,失败,抢救者,9,失败
69e2583b00000000230211ea,"

",,2406.0,1,69e97430000000001401dc26,,5ce3ce220000000018039f64,再怎么也不能够碎成土渣吧，看着也不像AI啊,2026.04.23,安徽,0.0,0.0,21,失败|抢救者,失败,抢救者,5,失败
69e2583b00000000230211ea,"

",,2406.0,1,69e972770000000014019011,,65cb7112000000000401c418,这才是真正的机器人，和人一模一样的，会做一模一样的事都是AL,2026.04.23,云南,1.0,0.0,30,失败|抢救者,失败,抢救者,7,失败
69e2583b00000000230211ea,"

",,2406.0,1,69e9715d000000001401e40f,,5f33f38e000000000100b979,反正补贴已经到手了,2026.04.23,上海,0.0,0.0,9,失败|抢救者,失败,抢救者,3,失败
69e2583b00000000230211ea,"

",,2406.0,1,69e970ad000000001401d41e,,661b5abd0000000003033536,这个脾气太暴躁了，不能留[捂脸R],2026.04.23,河南,0.0,0.0,17,失败|抢救者,失败,抢救者,2,失败
69e2583b00000000230211ea,"

",,2406.0,1,69e96cf30000000014018c12,,667ec5a8000000000303387a,把机器人做成人的样子永远是最大的一个悖论[笑哭R],2026.04.23,北京,1.0,0.0,25,失败|抢救者,失败,抢救者,7,失败
69e2583b00000000230211ea,"

",,2406.0,1,69e96ab1000000001401bc18,,69bde785000000003301a153,这是ai吗？怎么可能碎成这样，还有粉末,2026.04.23,江苏,0.0,0.0,19,失败|抢救者,失败,抢救者,4,失败
69e2583b00000000230211ea,"

",,2406.0,1,69e96745000000001401c404,,6426e597000000000b02bc52,这是胯关节和髌骨没有注入玻璃酸钠,2026.04.23,陕西,0.0,0.0,16,失败|抢救者,失败,抢救者,5,失败
69e2583b00000000230211ea,"

",,2406.0,1,69e96493000000001401d80b,,64f935660000000005001d61,哈哈，开场即结局[笑哭R],2026.04.23,山东,0.0,0.0,13,失败|抢救者,失败,抢救者,2,失败
69e2583b00000000230211ea,"

",,2406.0,1,69e962f0000000001401980d,,5fd9b98e000000000100a52d,机器人儿�也调皮捣蛋摊牌了！我不干了！�����,2026.04.23,内蒙古,0.0,0.0,24,失败|抢救者,失败,抢救者,3,失败
69e2583b00000000230211ea,"

",,2406.0,1,69e95ef9000000001401e80a,,63c5e23200000000260078c2,毁容加上脑震荡[笑哭R],2026.04.23,广东,0.0,0.0,12,失败|抢救者,失败,抢救者,3,失败
69e2583b00000000230211ea,"

",,2406.0,1,69e95b9f000000001401bc0f,,604814009999999979487232,摔成渣子了[捂脸R],2026.04.23,河北,0.0,0.0,10,失败|抢救者,失败,抢救者,2,失败
69e2583b00000000230211ea,"

",,2406.0,1,69e93717000000001401b002,,67ecd070000000000e01329c,还没开始呢[笑哭R]  就已经结束了,2026.04.23,河北,0.0,0.0,18,失败|抢救者,失败,抢救者,2,失败
69e2583b00000000230211ea,"

",,2406.0,1,69e90c07000000001401b805,,641b9b6400000000120122db,机器人摔倒一群人扶，路上老人摔倒无一人扶,2026.04.23,湖北,0.0,0.0,20,失败|抢救者,失败,抢救者,8,失败
69e2583b00000000230211ea,"

",,2406.0,1,69e9014c000000001401e400,,619e2b750000000010006d57,这个测试的时候就有了吧？这么矮都过不去还参加啥,2026.04.23,河北,0.0,0.0,23,失败|抢救者,失败,抢救者,3,失败
69e2583b00000000230211ea,"

",,2406.0,1,69e8ef570000000014019419,,66b5d052000000001d032a0a,还有粉身碎骨表演啊，我咋不知道[笑哭R],2026.04.22,河北,1.0,0.0,20,失败|抢救者,失败,抢救者,3,失败
69e2583b00000000230211ea,"

",,2406.0,1,69e8ed7d000000001401a412,,60c347d500000000200249fe,这怎么上来就打滚[偷笑R],2026.04.22,广东,0.0,0.0,13,失败|抢救者,失败,抢救者,2,失败
69e2583b00000000230211ea,"

",,2406.0,1,69e8e361000000001401a80d,,5b8949d50ddda30001e4fcbf,真的就是豆腐渣工程,2026.04.22,广东,0.0,0.0,9,失败|抢救者,失败,抢救者,2,失败
69e2583b00000000230211ea,"

",,2406.0,1,69e8dc22000000001401cc17,,5d58e2c3000000000101bbf8,不是摔到妈都不认得，是摔到他太奶奶都不认得[笑哭R][笑哭R],2026.04.22,广东,0.0,0.0,31,失败|抢救者,失败,抢救者,5,失败
69e2583b00000000230211ea,"

",,2406.0,1,69e8dc0a000000001401a022,,62622b61000000002102a70f,真的像我的儿子在地上撒泼打滚的样子[偷笑R],2026.04.22,上海,1.0,0.0,22,失败|抢救者,失败,抢救者,5,失败
69e2583b00000000230211ea,"

",,2406.0,1,69e8d61e000000001401d424,,55bcecfc62a60c10c7802da3,马拉松只有这一个机器人跑吗？,2026.04.22,上海,0.0,0.0,14,失败|抢救者,失败,抢救者,3,失败
69e2583b00000000230211ea,"

",,2406.0,1,69e8d1f5000000001401d81b,,5998508250c4b403233f0d43,这看上去扫把簸箕比担架适用[doge],2026.04.22,江苏,1.0,0.0,19,失败|抢救者,失败,抢救者,5,失败
