method,k_or_mcs,n_topics,outlier_rate,silhouette,dbcv,mean_ari,min_ari,largest_share,smallest_share
hdbscan,30,2.0,0.051658163265306124,0.24425387382507324,0.5288541031120261,1.0,1.0,0.9314055144586416,0.06859448554135844
hdbscan,50,2.0,0.14795918367346939,0.24895459413528442,0.4850325604751753,1.0,1.0,0.9244011976047904,0.07559880239520958
hdbscan,80,2.0,0.2315051020408163,0.2602940797805786,0.4487704991143175,1.0,1.0,0.9178423236514522,0.08215767634854772
hdbscan,100,2.0,0.6320153061224489,0.6679437756538391,0.1065764082701636,1.0,1.0,0.6221837088388215,0.3778162911611785
hdbscan,200,0.0,1.0,,0.0,1.0,1.0,,
kmeans,5,5.0,0.0,0.40323179960250854,,1.0,1.0,0.2697704081632653,0.06823979591836735
kmeans,7,7.0,0.0,0.3996928930282593,,0.9936860087184692,0.9905412728194575,0.2225765306122449,0.06823979591836735
kmeans,10,10.0,0.0,0.40932273864746094,,0.8375890384130461,0.799644256432487,0.19196428571428573,0.06823979591836735
