method,k,perplexity,reconstruction_err,topic_diversity,largest_topic_share,smallest_topic_share
lda,5,312.12991673168125,,0.9470443349753694,0.3078093306288032,0.12474645030425964
lda,7,309.56395717422373,,0.9692444027419397,0.2535496957403651,0.10040567951318459
lda,10,308.9099586656721,,0.9662105455208904,0.22210953346855983,0.07403651115618662
lda,12,317.3504302660724,,0.9759209500588811,0.1876267748478702,0.0486815415821501
nmf,5,,40.695335753501084,0.9090008841732979,0.39503042596348886,0.07099391480730223
nmf,7,,40.27113279595857,0.9583586455507638,0.2697768762677485,0.052231237322515216
nmf,10,,39.732388857715634,0.9708021650550386,0.23935091277890466,0.050202839756592295
nmf,12,,39.43042208288237,0.9739057239057239,0.23073022312373226,0.04563894523326572
