robot_status,topic,mean_share_post_averaged,n_posts_in_status
强势,0,0.12806176783812567,1
强势,1,0.152555910543131,1
强势,2,0.07215122470713525,1
强势,3,0.07534611288604899,1
强势,4,0.08572949946751864,1
强势,5,0.07175186368477103,1
强势,6,0.09318423855165069,1
强势,7,0.07148562300319489,1
强势,8,0.0501863684771033,1
强势,9,0.07694355697550585,1
强势,10,0.056176783812566564,1
强势,11,0.06642705005324813,1
成功,0,0.13212207873037374,4
成功,1,0.03405706242425363,4
成功,2,0.053853750606613536,4
成功,3,0.10269117571217651,4
成功,4,0.056942301714586474,4
成功,5,0.16434452852623732,4
成功,6,0.03607994289603624,4
成功,7,0.06692968315807007,4
成功,8,0.06184062362649139,4
成功,9,0.06765418472342942,4
成功,10,0.10501258922597978,4
成功,11,0.11847207865575186,4
