post_category,topic,mean_share_post_averaged,n_posts_in_category
中性|观众,0,0.7450110864745011,1
中性|观众,1,0.2549889135254989,1
中性|评价者,0,0.6282679738562091,2
中性|评价者,1,0.37173202614379086,2
