topic_cluster,post_category,relation_type,n_comments,n_hit_comments,hit_rate
10,中性|评价者,parenting,1,0,0.0
10,中性|评价者,peer_worker,1,0,0.0
10,中性|评价者,pet_cute,1,0,0.0
10,中性|评价者,species_competition,1,0,0.0
10,中性|评价者,tool_toy,1,1,1.0
10,中性|评价者,warrior_hero,1,0,0.0
10,失败|抢救者,parenting,21,0,0.0
10,失败|抢救者,peer_worker,21,0,0.0
10,失败|抢救者,pet_cute,21,0,0.0
10,失败|抢救者,species_competition,21,1,0.047619047619047616
10,失败|抢救者,tool_toy,21,1,0.047619047619047616
10,失败|抢救者,warrior_hero,21,0,0.0
10,失败|观众,parenting,2,0,0.0
10,失败|观众,peer_worker,2,0,0.0
10,失败|观众,pet_cute,2,0,0.0
10,失败|观众,species_competition,2,0,0.0
10,失败|观众,tool_toy,2,0,0.0
10,失败|观众,warrior_hero,2,0,0.0
10,弱势|同伴,parenting,8,0,0.0
10,弱势|同伴,peer_worker,8,0,0.0
10,弱势|同伴,pet_cute,8,0,0.0
10,弱势|同伴,species_competition,8,0,0.0
10,弱势|同伴,tool_toy,8,0,0.0
10,弱势|同伴,warrior_hero,8,0,0.0
10,弱势|观众,parenting,35,1,0.02857142857142857
10,弱势|观众,peer_worker,35,0,0.0
10,弱势|观众,pet_cute,35,3,0.08571428571428572
10,弱势|观众,species_competition,35,1,0.02857142857142857
10,弱势|观众,tool_toy,35,0,0.0
10,弱势|观众,warrior_hero,35,1,0.02857142857142857
10,弱势|评价者,parenting,1,0,0.0
10,弱势|评价者,peer_worker,1,0,0.0
10,弱势|评价者,pet_cute,1,0,0.0
10,弱势|评价者,species_competition,1,0,0.0
10,弱势|评价者,tool_toy,1,0,0.0
10,弱势|评价者,warrior_hero,1,0,0.0
10,强势|服务者,parenting,334,1,0.0029940119760479044
10,强势|服务者,peer_worker,334,0,0.0
10,强势|服务者,pet_cute,334,1,0.0029940119760479044
10,强势|服务者,species_competition,334,7,0.020958083832335328
10,强势|服务者,tool_toy,334,43,0.12874251497005987
10,强势|服务者,warrior_hero,334,1,0.0029940119760479044
10,成功|被超越者,parenting,5,0,0.0
10,成功|被超越者,peer_worker,5,0,0.0
10,成功|被超越者,pet_cute,5,0,0.0
10,成功|被超越者,species_competition,5,0,0.0
10,成功|被超越者,tool_toy,5,0,0.0
10,成功|被超越者,warrior_hero,5,0,0.0
10,成功|观众,parenting,78,0,0.0
10,成功|观众,peer_worker,78,0,0.0
10,成功|观众,pet_cute,78,0,0.0
10,成功|观众,species_competition,78,1,0.01282051282051282
10,成功|观众,tool_toy,78,2,0.02564102564102564
10,成功|观众,warrior_hero,78,2,0.02564102564102564
11,all,parenting,2,0,0.0
11,all,peer_worker,2,0,0.0
11,all,pet_cute,2,0,0.0
11,all,species_competition,2,0,0.0
11,all,tool_toy,2,0,0.0
11,all,warrior_hero,2,0,0.0
11,弱势|同伴,parenting,1,0,0.0
11,弱势|同伴,peer_worker,1,0,0.0
11,弱势|同伴,pet_cute,1,0,0.0
11,弱势|同伴,species_competition,1,0,0.0
11,弱势|同伴,tool_toy,1,0,0.0
11,弱势|同伴,warrior_hero,1,0,0.0
