method,k_or_mcs,n_topics,outlier_rate,silhouette,dbcv,mean_ari,min_ari,largest_share,smallest_share
hdbscan,30,76.0,0.39091154261057176,0.6242989301681519,0.33114336774150605,1.0,1.0,0.08102723046269648,0.003763559884879345
hdbscan,50,50.0,0.4361515641855448,0.6268681287765503,0.2747594942473093,1.0,1.0,0.08776754753079039,0.006457013033600383
hdbscan,80,20.0,0.49966289104638617,0.656988263130188,0.28391938310581283,1.0,1.0,0.2267888424740601,0.012397251044333648
hdbscan,100,4.0,0.09000809061488674,0.2447548508644104,-0.06937250285142853,1.0,1.0,0.8077350522338297,0.012743572645773135
hdbscan,200,2.0,0.03971143473570658,0.5131090879440308,0.27400763080072077,1.0,1.0,0.8819069016358914,0.11809309836410868
kmeans,5,5.0,0.0,0.3604608178138733,,0.900472335861291,0.8508515101527524,0.32659115426105717,0.1153586839266451
kmeans,7,7.0,0.0,0.3950873613357544,,0.9983370943412476,0.9978610886745332,0.23354908306364616,0.0895361380798274
kmeans,10,10.0,0.0,0.3990562856197357,,0.8687101783622148,0.8067824409774224,0.18264563106796117,0.0036407766990291263
