robot_status,topic,mean_share_post_averaged,n_posts_in_status
失败,0,0.2863597665362857,5
失败,1,0.19974949128453653,5
失败,2,0.10171199422001087,5
失败,3,0.13909182711288737,5
失败,4,0.0762677422713751,5
失败,5,0.025484605823565952,5
失败,6,0.029161965576754094,5
失败,7,0.04658136752521354,5
失败,8,0.05583438128018051,5
失败,9,0.03975685836919025,5
常态,0,0.20856661196623727,8
常态,1,0.11105162155306376,8
常态,2,0.2657402922394192,8
常态,3,0.18347367918889296,8
常态,4,0.0229966296233022,8
常态,5,0.006467042265991064,8
常态,6,0.03926457659068255,8
常态,7,0.043640398088275925,8
常态,8,0.05920504891155389,8
常态,9,0.059594099572581175,8
弱势,0,0.1517100802601547,5
弱势,1,0.15167703306963373,5
弱势,2,0.26706022772504356,5
弱势,3,0.13173851473677067,5
弱势,4,0.10418230950414971,5
弱势,5,0.01343510957278539,5
弱势,6,0.04665645468987805,5
弱势,7,0.032887572347992236,5
弱势,8,0.07841749551036672,5
弱势,9,0.022235202583225186,5
强势,0,0.18344343148199593,11
强势,1,0.11395829443533541,11
强势,2,0.09796947601192424,11
强势,3,0.09814956593113668,11
强势,4,0.051901485197323745,11
强势,5,0.07797453503046134,11
强势,6,0.14528742810736878,11
强势,7,0.07010676998441241,11
强势,8,0.10189985005832355,11
强势,9,0.05930916376171794,11
混合,0,0.24068829999944327,4
混合,1,0.18988997600287813,4
混合,2,0.19885319271178037,4
混合,3,0.12143628656761046,4
混合,4,0.040354279641821034,4
混合,5,0.027731932806976674,4
混合,6,0.04294891588979008,4
混合,7,0.06615943749212663,4
混合,8,0.04709471043869009,4
混合,9,0.024842968448883278,4
