robot_status,topic,mean_share_post_averaged,n_posts_in_status
,0,0.1431244153414406,1
,1,0.10804490177736202,1
,2,0.12020579981290926,1
,3,0.21047708138447146,1
,4,0.08652946679139382,1
,5,0.16043030869971936,1
,6,0.17118802619270346,1
中性,0,0.11971864434758099,3
中性,1,0.09020721305756836,3
中性,2,0.18613396434739413,3
中性,3,0.1789427867088381,3
中性,4,0.17034070398868786,3
中性,5,0.10416326009396691,3
中性,6,0.15049342745596372,3
失败,0,0.19636192160364985,3
失败,1,0.10644054428632821,3
失败,2,0.13352635236092877,3
失败,3,0.09164317936332728,3
失败,4,0.1083930940261457,3
失败,5,0.17992881328816646,3
失败,6,0.18370609507145372,3
弱势,0,0.09530535018792687,4
弱势,1,0.11098057624711814,4
弱势,2,0.20799808873945558,4
弱势,3,0.3805021238521601,4
弱势,4,0.04597293688093012,4
弱势,5,0.0757360855691573,4
弱势,6,0.08350483852325195,4
强势,0,0.16067625133120342,1
强势,1,0.20580404685835996,1
强势,2,0.09132055378061768,1
强势,3,0.07294994675186368,1
强势,4,0.21938232161874335,1
强势,5,0.12766240681576144,1
强势,6,0.12220447284345048,1
成功,0,0.1522735565458337,4
成功,1,0.0804472361679884,4
成功,2,0.15626468651481007,4
成功,3,0.11192513081004765,4
成功,4,0.23147068793229375,4
成功,5,0.1187950741944425,4
成功,6,0.14882362783458392,4
