method,k,perplexity,reconstruction_err,topic_diversity,largest_topic_share,smallest_topic_share
lda,5,1369.2528079664917,,0.9679529282977559,0.22902506372132542,0.14969201359388276
lda,7,1407.4837661443548,,0.9675893345844084,0.16402931180968564,0.11315845369583688
lda,10,1471.5140787141709,,0.9699872286079183,0.12484069668649107,0.08379354290569244
lda,12,1504.7234323902405,,0.9769327096913304,0.10423746813933729,0.06966864910790145
nmf,5,,133.0298807114079,0.9514012041598249,0.5230458793542906,0.07704970263381479
nmf,7,,132.29614807439924,0.9502292635297561,0.25557561597281225,0.0751911639762107
nmf,10,,131.42615329968638,0.960754400984286,0.19689889549702633,0.0407285471537808
nmf,12,,130.90216546203428,0.9628684214891111,0.23412276975361088,0.036055649957519115
