method,k_or_mcs,n_topics,outlier_rate,silhouette,dbcv,mean_ari,min_ari,largest_share,smallest_share
hdbscan,30,97.0,0.40409940526762955,0.6198558807373047,0.3123694220943185,1.0,1.0,0.06157547674211371,0.0028515416146854392
hdbscan,50,58.0,0.4750424808836024,0.6501154899597168,0.2813585110825711,1.0,1.0,0.07596601254299008,0.0055634230224559985
hdbscan,80,29.0,0.44562446898895497,0.5834208130836487,0.25381562637570565,1.0,1.0,0.16340996168582375,0.008141762452107279
hdbscan,100,20.0,0.31276550552251486,0.35364383459091187,0.10461947786004662,1.0,1.0,0.4415082676556946,0.00803585226394684
hdbscan,200,2.0,0.036161852166525066,0.43751755356788635,0.2912967347755394,1.0,1.0,0.9060106881163572,0.09398931188364278
kmeans,5,5.0,0.0,0.3388076424598694,,0.9945140968273547,0.9923292757398576,0.28095794392523366,0.09059048428207307
kmeans,7,7.0,0.0,0.3766671419143677,,0.9951943301995564,0.9927994146281037,0.22483007646559047,0.0536321155480034
kmeans,10,10.0,0.0,0.370007187128067,,0.7579185247834862,0.6726559653156566,0.21362574341546303,0.04205607476635514
