robot_status,topic,mean_share_post_averaged,n_posts_in_status
,0,0.235266604303087,1
,1,0.10009354536950421,1
,2,0.1814780168381665,1
,3,0.05332086061739944,1
,4,0.21702525724976612,1
,5,0.03601496725912067,1
,6,0.17680074836295603,1
中性,0,0.16237165980680254,3
中性,1,0.08237754636442775,3
中性,2,0.16587322721956707,3
中性,3,0.15406974480682592,3
中性,4,0.27007658754074265,3
中性,5,0.04721392965096451,3
中性,6,0.11801730461066962,3
失败,0,0.2952639596989965,3
失败,1,0.12590059122960945,3
失败,2,0.05850715689069715,3
失败,3,0.047563623774259246,3
失败,4,0.21660672036440523,3
失败,5,0.10200860995985978,3
失败,6,0.15414933808217265,3
弱势,0,0.10891108458875906,4
弱势,1,0.049004173400454494,4
弱势,2,0.3745908514397406,4
弱势,3,0.05059596602249344,4
弱势,4,0.23694381750557794,4
弱势,5,0.07509529212771184,4
弱势,6,0.10485881491526264,4
强势,0,0.16733226837060702,1
强势,1,0.12846112886048988,1
强势,2,0.01983493077742279,1
强势,3,0.10529818956336529,1
强势,4,0.24387646432374868,1
强势,5,0.1847710330138445,1
强势,6,0.15042598509052182,1
成功,0,0.15966427086275886,4
成功,1,0.07879508331489207,4
成功,2,0.04037982029232036,4
成功,3,0.07869874493908327,4
成功,4,0.3248165732497712,4
成功,5,0.10858571448233696,4
成功,6,0.20905979285883725,4
