robot_status,topic,mean_share_post_averaged,n_posts_in_status
,0,0.2362020579981291,1
,1,0.09635173058933583,1
,2,0.17633302151543498,1
,3,0.060336763330215155,1
,4,0.4307764265668849,1
中性,0,0.16523084493903986,3
中性,1,0.09116027476831412,3
中性,2,0.16349057294270264,3
中性,3,0.16176275926938163,3
中性,4,0.4183555480805617,3
失败,0,0.297817514068148,3
失败,1,0.12810966432759294,3
失败,2,0.06255791970606764,3
失败,3,0.04842303868838423,3
失败,4,0.46309186320980716,3
弱势,0,0.16269800174201285,4
弱势,1,0.04732569293514717,4
弱势,2,0.368189625013158,4
弱势,3,0.03883808878073548,4
弱势,4,0.3829485915289465,4
强势,0,0.1785143769968051,1
强势,1,0.13378594249201278,1
强势,2,0.019435569755058574,1
强势,3,0.11035676251331203,1
强势,4,0.5579073482428115,1
成功,0,0.15732710591801927,4
成功,1,0.07881347345770917,4
成功,2,0.03522648853820668,4
成功,3,0.10592452691191777,4
成功,4,0.6227084051741472,4
