robot_status,topic,mean_share_post_averaged,n_posts_in_status
失败,0,0.35416900202103746,5
失败,1,0.18434530182947356,5
失败,2,0.17928989898170294,5
失败,3,0.15443333454290972,5
失败,4,0.12776246262487628,5
