topic,top_terms,size
0,"可爱, 小小的, 宝宝, 东西, 小朋友, 小时候, 小鼻嘎, 小派, 苍蝇, 蚊子, 果然, 小孩, 蟑螂, 安全帽, 短腿",323
1,"机器人, 人类, 未成年, 马拉松, 机器, 人, 嘲笑, 参加, 意义, 玩具, 跑步, 这样, 记得, 喜欢, 开始",321
2,"孩子, 太大, 鞋子, 妈妈, 是不是, 参加, 心血, 宝宝, 视频, 心疼, 自家, 长大, 工程师, 不快, 看起来",162
3,"奶瓶, 宝宝, 最后, 手里, 奶嘴, 手上, 小派, 小机器人, 还拿个, 人家, 随时, 跑步, 两个, 喜欢, 是不是",189
4,"鲁班, 七号, 好像, 短腿, 王者, 参加, 马拉松, 似的, 你家, 这小, 步伐, 这样, 书包, 矫健, 迈着",80
5,"真的, 人, 红领巾, 好像, 小腿, 你家, 感动, 机器, 短腿, 不行, 那些, 突然, 想买, 好笑, 跑得慢",175
6,"第一, 倒数, 腿短, 第一名, 步伐, 好像, 马拉松, 矫健, 知道, 努力, 难道, 迈着, 摔倒, 人家, 虽然",240
