topic,top_terms,size
0,"可爱, 宝宝, 小小的, 东西, 小朋友, 小时候, 小鼻嘎, 小派, 苍蝇, 蚊子, 果然, 小孩, 蟑螂, 短腿, 安全帽",350
1,"机器人, 人类, 未成年, 马拉松, 机器, 人, 参加, 嘲笑, 意义, 玩具, 跑步, 这样, 记得, 喜欢, 比赛",391
2,"孩子, 太大, 鞋子, 妈妈, 是不是, 宝宝, 参加, 心血, 视频, 心疼, 自家, 长大, 工程师, 不快, 看起来",181
3,"真的, 奶瓶, 人, 第一, 倒数, 最后, 手里, 奶嘴, 小派, 小机器人, 人家, 红领巾, 手上, 好像, 还拿个",454
4,"鲁班, 七号, 好像, 短腿, 王者, 参加, 马拉松, 似的, 这小, 你家, 步伐, 矫健, 迈着, 这样, 书包",114
