excluded_post_id,robot_status,topic,delta_mean_share
69e43a5a000000001d01dcc7,中性,0,0.027704974452651354
69e43a5a000000001d01dcc7,中性,1,0.021103425883100435
69e43a5a000000001d01dcc7,中性,2,-0.030452618661633513
69e43a5a000000001d01dcc7,中性,3,-0.004716837890743605
69e43a5a000000001d01dcc7,中性,4,-0.011644054810392102
69e43a5a000000001d01dcc7,中性,5,0.011912687400430735
69e43a5a000000001d01dcc7,中性,6,-0.013907576373413305
69e4426b000000001d01c7ed,中性,0,0.014034495539141656
69e4426b000000001d01c7ed,中性,1,-0.022599008628945982
69e4426b000000001d01c7ed,中性,2,0.025774518369018645
69e4426b000000001d01c7ed,中性,3,-0.007723186963610781
69e4426b000000001d01c7ed,中性,4,-0.0012216943007843928
69e4426b000000001d01c7ed,中性,5,-0.011570472840077187
69e4426b000000001d01c7ed,中性,6,0.0033053488252580143
69e5a09a000000002103ba03,中性,0,-0.04173946999179312
69e5a09a000000002103ba03,中性,1,0.0014955827458455473
69e5a09a000000002103ba03,中性,2,0.004678100292614867
69e5a09a000000002103ba03,中性,3,0.012440024854354428
69e5a09a000000002103ba03,中性,4,0.012865749111176522
69e5a09a000000002103ba03,中性,5,-0.00034221456035356257
69e5a09a000000002103ba03,中性,6,0.010602227548155319
