method,k,perplexity,reconstruction_err,topic_diversity,largest_topic_share,smallest_topic_share
lda,5,188.31956122711148,,0.9687192118226601,0.30805056553559546,0.1377245508982036
lda,7,207.2194594971081,,0.9834623504574244,0.27877578176979373,0.09913506320691949
lda,10,202.9683834400114,,0.9883415435139573,0.2215568862275449,0.06320691949434465
lda,12,211.3690720086363,,0.986863711001642,0.21956087824351297,0.05256154357950765
nmf,5,,34.30940226784174,0.9261315313039451,0.41916167664670656,0.07917498336660013
nmf,7,,33.76588350794908,0.9542184689967941,0.38589487691284097,0.046573519627411845
nmf,10,,32.97109451869805,0.9634008392629082,0.25083166999334666,0.03260146373918829
nmf,12,,32.51072984122616,0.9650100856997409,0.24018629407850964,0.02927478376580173
