topic,top_terms,size
0,"机器人, 救护车, 抢救, 以为, 人类, 救人, 医生, 自爆, 马拉松, 视频, 地上, 中国, 之前, 一下, 服务",546
1,"担架, 搞笑, 还要, 还用, 拿个, 塑料袋, 不好, 为什么, 扫把, 好笑, 需要, tm, 抬走, 过来, 抬着",147
2,"装备, 一地, 一下, 真的, 爆一地, 零件, 好像, 爆率, 原地, 东西, 上来, 质量, 厉害, 原来, 脑浆",114
3,"人, 以为, 抢救, 起来, 救人, 玩意, 机器, 事情, 一堆, 测试, 意义, 汽车, 一样, 这些, 中国",325
4,"开始, 结束, 人类, 摔倒, 进步, 程度, 测试, 明天, 哪个, 倒下, 崩溃, 装备, 嘲笑, 先帝, 创业",75
5,"这样, ai, 碎成, 视频, 以为, 零件, 一下, 设计, 粉末, 玩具, 摔倒, 跑步, 不至于, 搞笑, 只是",249
6,"不行, 质量, 零件, 电机, 确实, 中国, 真是, 一跤, 产品, 没电, 技术, 结实, 公司, 抬走, 拿个",112
