robot_status,topic,mean_share_post_averaged,n_posts_in_status
失败,0,0.3431794027924097,3
失败,1,0.08133079237080787,3
失败,2,0.0898581097775432,3
失败,3,0.07663202442043172,3
失败,4,0.08348989274536404,3
失败,5,0.20396526160683717,3
失败,6,0.12154451628660634,3
