counts_post_id_duplicated,l1_comment_id_duplicated_after_dedup,l2_comment_id_duplicated_after_dedup,l2_orphan_parent_comment_id,filtered_removed_total,filtered_removed_l1,filtered_removed_l2
0,0,0,0,5147,2085,3062
