Topic,ctfidf_top_terms
-1,"外卖,亦庄,元气,荣耀,八步,赶蝉,摆臂,猝死,机器人,快递,鸵鸟,跑步,容易,box,核心"
0,"机器人,人类,遥控,轮子,马拉松,跑步,意义,比赛,程序员,需要,跟着,人形,发展,机器,一样"
1,"降温,散热,冰块,干冰,电池,润滑,wd40,云南白药,喷雾,换电池,关节,加冰,冷却,以为,润滑剂"
