Topic,ctfidf_top_terms
-1,"赛跑,龟兔,斯皮尔伯格,耐克,镜头,语言,真正,版龟,机器人,后面,阿迪,斯伯格,既视感,马桶,种龟"
0,"地上,可爱,镜头,奶瓶,小孩,真的,最后,一转,低血糖,搞笑,好笑,坐在,不行,奶嘴,好像"
1,"机器人,汽车,为什么,遥控,机器,小机器人,人类,人形机器人,人形,自主,比赛,做成,马拉松,轮子,为了"
