robot_status,topic,mean_share_post_averaged,n_posts_in_status
弱势,0,0.26268779852803525,5
弱势,1,0.21533734073811886,5
弱势,2,0.12054543436499496,5
弱势,3,0.07165654074578003,5
弱势,4,0.05010911765795151,5
弱势,5,0.02189491543751785,5
弱势,6,0.03869821703653059,5
弱势,7,0.02360810115046197,5
弱势,8,0.027743575812285027,5
弱势,9,0.031451211059079644,5
弱势,10,0.012154428781822008,5
弱势,11,0.031727989117383164,5
弱势,12,0.013655672163918043,5
弱势,13,0.036924293885148694,5
弱势,14,0.021804825022792622,5
弱势,15,0.008030717441615822,5
弱势,16,0.011969821056563957,5
