robot_status,topic,mean_share_post_averaged,n_posts_in_status
失败,0,0.06400409150782242,5
失败,1,0.00542828403514032,5
失败,2,0.020036709325891078,5
失败,3,0.03496998934133263,5
失败,4,0.09015458651052485,5
失败,5,0.04260487149110802,5
失败,6,0.003730897466822065,5
失败,7,0.005859876057557266,5
失败,8,0.04197288080354224,5
失败,9,0.025794725551662324,5
失败,10,0.006646402445484938,5
失败,11,0.01685355556239825,5
失败,12,0.012189516548217011,5
失败,13,0.014136023127250912,5
失败,14,0.008003669249837819,5
失败,15,0.010546873536306765,5
失败,16,0.018423014911288744,5
失败,17,0.0002844950213371266,5
失败,18,0.010045723355936459,5
失败,19,0.001584786053882726,5
失败,20,0.0019169572107765453,5
失败,21,0.002168990042674253,5
失败,22,0.0,5
失败,23,0.013215978731727748,5
失败,24,0.01296122833459933,5
失败,25,0.0014873994855644703,5
失败,26,0.0003169572107765452,5
失败,27,0.0037935036250421154,5
失败,28,0.024146371472565892,5
失败,29,0.011259293992466068,5
失败,30,0.006306682026091486,5
失败,31,0.0022014522321136716,5
失败,32,0.010073637771560867,5
失败,33,0.005897569288837531,5
失败,34,0.0006014522321136717,5
失败,35,0.0,5
失败,36,0.015363719772813936,5
失败,37,0.006684495021337127,5
失败,38,0.008,5
失败,39,0.01194698744119046,5
失败,40,0.0,5
失败,41,0.0,5
失败,42,0.0,5
失败,43,0.0024607504030570975,5
失败,44,0.012761904761904763,5
失败,45,0.0006339144215530904,5
失败,46,0.010703956103906058,5
失败,47,0.03837546622461666,5
失败,48,0.008844853188913985,5
失败,49,0.016875833421183716,5
失败,50,0.015356454433768218,5
失败,51,0.008203673428315177,5
失败,52,0.0024607504030570975,5
失败,53,0.018877761500165367,5
失败,54,0.0003169572107765452,5
失败,55,0.06513591917653253,5
失败,56,0.0025508716323296354,5
失败,57,0.002493212592496516,5
失败,58,0.0022014522321136716,5
失败,59,0.002428288213617679,5
失败,60,0.0006014522321136717,5
失败,61,0.0018368188857804339,5
失败,62,0.0,5
失败,63,0.0048000000000000004,5
失败,64,0.01000308300626926,5
失败,65,0.0,5
失败,66,0.0031198616750038885,5
失败,67,0.0006014522321136717,5
失败,68,0.0,5
失败,69,0.0009184094428902169,5
失败,70,0.0006014522321136717,5
失败,71,0.005270920206330159,5
失败,72,0.0003169572107765452,5
失败,73,0.0038339144215530905,5
失败,74,0.01237642442079843,5
失败,75,0.0,5
失败,76,0.001235366653666762,5
失败,77,0.0015748031496062992,5
失败,78,0.0016,5
失败,79,0.0002844950213371266,5
失败,80,0.0015198616750038887,5
失败,81,0.0,5
失败,82,0.006653665122287605,5
失败,83,0.0017394323174621782,5
失败,84,0.0,5
失败,85,0.0022187004754358162,5
失败,86,0.0005689900426742532,5
失败,87,0.0006014522321136717,5
失败,88,0.0003169572107765452,5
失败,89,0.010856565408037592,5
失败,90,0.0003169572107765452,5
失败,91,0.0035169572107765453,5
失败,92,0.0006014522321136717,5
失败,93,0.0002844950213371266,5
失败,94,0.0,5
失败,95,0.008468202641099449,5
失败,96,0.0005689900426742532,5
失败,97,0.0,5
失败,98,0.025539380554010633,5
失败,99,0.0008859472534507983,5
失败,100,0.005078861972681307,5
失败,101,0.0047619047619047615,5
失败,102,0.012133581128519403,5
失败,103,0.001859298170943426,5
失败,104,0.009256565408037591,5
失败,105,0.00223391442155309,5
失败,106,0.0,5
失败,107,0.0009508716323296355,5
失败,108,0.0015748031496062992,5
失败,109,0.0034116220353867335,5
失败,110,0.0012678288431061807,5
失败,111,0.0015198616750038887,5
失败,112,0.0006339144215530904,5
失败,113,0.0005689900426742532,5
失败,114,0.0006014522321136717,5
失败,115,0.0019169572107765453,5
失败,116,0.0,5
失败,117,0.001235366653666762,5
失败,118,0.0009184094428902169,5
失败,119,0.0016,5
失败,120,0.0003169572107765452,5
失败,121,0.00859019145928813,5
失败,122,0.0,5
失败,123,0.0018844950213371269,5
失败,124,0.0006014522321136717,5
失败,125,0.007001452232113672,5
失败,126,0.0009508716323296355,5
失败,127,0.0,5
失败,128,0.0047619047619047615,5
失败,129,0.0002844950213371266,5
失败,130,0.0006339144215530904,5
失败,131,0.0006014522321136717,5
失败,132,0.0035169572107765453,5
失败,133,0.0,5
失败,134,0.0017718945069015966,5
失败,135,0.0019169572107765453,5
失败,136,0.015536013624287453,5
失败,137,0.0009508716323296355,5
失败,138,0.003226831803026649,5
失败,139,0.0,5
常态,0,0.09693935933882315,8
常态,1,0.03590255699736352,8
常态,2,0.013639718173040435,8
常态,3,0.03710636606731413,8
常态,4,0.013245259945952725,8
常态,5,0.08614361992111168,8
常态,6,0.01690067758509477,8
常态,7,0.0282074859244543,8
常态,8,0.00165929203539823,8
常态,9,0.014252168569293532,8
常态,10,0.001675603217158177,8
常态,11,0.04788602124393009,8
常态,12,0.01788374118381948,8
常态,13,0.006775061399726279,8
常态,14,0.012113078848054766,8
常态,15,0.0062632281130940645,8
常态,16,0.009361616414867975,8
常态,17,0.005302592711250094,8
常态,18,0.011542253666918547,8
常态,19,0.0010053619302949062,8
常态,20,0.014314558047802016,8
常态,21,0.0008981837064946985,8
常态,22,0.004180836897805272,8
常态,23,0.018130346213456133,8
常态,24,0.0039043037794490973,8
常态,25,0.002097464506121888,8
常态,26,0.0003351206434316354,8
常态,27,0.023062393370704364,8
常态,28,0.008671511514105643,8
常态,29,0.0010053619302949062,8
常态,30,0.001762343862690253,8
常态,31,0.004103311911622903,8
常态,32,0.006961884746648323,8
常态,33,0.01526794014308546,8
常态,34,0.0,8
常态,35,0.0005630630630630631,8
常态,36,0.006452776669745044,8
常态,37,0.003728572312643109,8
常态,38,0.0021074302240522078,8
常态,39,0.0,8
常态,40,0.0017482517482517483,8
常态,41,0.0,8
常态,42,0.0008741258741258741,8
常态,43,0.0022146084478524156,8
常态,44,0.0031854406854406854,8
常态,45,0.0026223776223776225,8
常态,46,0.010618755927066919,8
常态,47,0.0012233386319960141,8
常态,48,0.0006702412868632708,8
常态,49,0.0008741258741258741,8
常态,50,0.016543489727906913,8
常态,51,0.01264841724876364,8
常态,52,0.0012333043499263337,8
常态,53,0.0045045045045045045,8
常态,54,0.0,8
常态,55,0.0020833723916833836,8
常态,56,0.005993203754419916,8
常态,57,0.06885098104344113,8
常态,58,0.0008741258741258741,8
常态,59,0.00773732910616348,8
常态,60,0.0029125278211852034,8
常态,61,0.0,8
常态,62,0.0,8
常态,63,0.0,8
常态,64,0.0006702412868632708,8
常态,65,0.03762058518695687,8
常态,66,0.004322038671904623,8
常态,67,0.0006702412868632708,8
常态,68,0.005288500596811589,8
常态,69,0.0027536136785466544,8
常态,70,0.0,8
常态,71,0.0029956482126165867,8
常态,72,0.0003351206434316354,8
常态,73,0.0006702412868632708,8
常态,74,0.004103311911622903,8
常态,75,0.003205128205128205,8
常态,76,0.0010053619302949062,8
常态,77,0.0008741258741258741,8
常态,78,0.0005530973451327434,8
常态,79,0.0019803205643913607,8
常态,80,0.0003351206434316354,8
常态,81,0.0013404825737265416,8
常态,82,0.010204885204885205,8
常态,83,0.0012333043499263337,8
常态,84,0.005952380952380952,8
常态,85,0.008515696015696015,8
常态,86,0.0003351206434316354,8
常态,87,0.0,8
常态,88,0.0,8
常态,89,0.0010053619302949062,8
常态,90,0.027101769911504425,8
常态,91,0.0,8
常态,92,0.002097464506121888,8
常态,93,0.0,8
常态,94,0.0,8
常态,95,0.0003351206434316354,8
常态,96,0.0003351206434316354,8
常态,97,0.0017764359771287575,8
常态,98,0.0,8
常态,99,0.001451281051627442,8
常态,100,0.006024813833124825,8
常态,101,0.008182565990876982,8
常态,102,0.003205128205128205,8
常态,103,0.0008981837064946985,8
常态,104,0.0013404825737265416,8
常态,105,0.0065154440154440154,8
常态,106,0.0,8
常态,107,0.0010053619302949062,8
常态,108,0.00563063063063063,8
常态,109,0.004103311911622903,8
常态,110,0.0036999130497790017,8
常态,111,0.0016692577533285497,8
常态,112,0.0003351206434316354,8
常态,113,0.0003351206434316354,8
常态,114,0.0010053619302949062,8
常态,115,0.0003351206434316354,8
常态,116,0.0012092465175575096,8
常态,117,0.0,8
常态,118,0.006826506826506826,8
常态,119,0.0008741258741258741,8
常态,120,0.0006702412868632708,8
常态,121,0.0005630630630630631,8
常态,122,0.0,8
常态,123,0.0,8
常态,124,0.0011061946902654867,8
常态,125,0.0020002520002520003,8
常态,126,0.007654940463251455,8
