robot_status,topic,mean_share_post_averaged,n_posts_in_status
强势,0,0.11794462193823216,1
强势,1,0.15468583599574015,1
强势,2,0.08000532481363153,1
强势,3,0.08506389776357827,1
强势,4,0.09171991480298189,1
强势,5,0.08173588924387647,1
强势,6,0.145234291799787,1
强势,7,0.0792066027689031,1
强势,8,0.07760915867944622,1
强势,9,0.08679446219382321,1
成功,0,0.14826110804424478,4
成功,1,0.0434079815873048,4
成功,2,0.08454975791839502,4
成功,3,0.23205385984057952,4
成功,4,0.05952165605143071,4
成功,5,0.09436933086329449,4
成功,6,0.07386882588058563,4
成功,7,0.10721466580309828,4
成功,8,0.08518433755148597,4
成功,9,0.07156847645958078,4
