Topic,ctfidf_top_terms
0,"可爱,小派,真的,苍蝇,小小的,东西,蟑螂,喜欢,评论,蚊子,宝宝,老鼠,孩子,宝贝,感谢"
1,"第一,倒数,孩子,鞋子,短腿,摔倒,腿短,一步,步伐,最后,太大,这小,随时,挺快,矫健"
2,"机器人,人类,机器,人形,轮子,ai,小机器人,肯定,机械,人形机器人,工程师,为什么,马拉松,需要,形态"
3,"奶瓶,孩子,参加,马拉松,小朋友,幼儿园,可爱,参赛,小鼻嘎,未成年,红领巾,人家,学校,成人,宝宝"
4,"鲁班,七号,好像,王者,一抓,皮肤,有点像,cos,峡谷,二爹,刺客,胞弟,一死,正好,250"
