method,k_or_mcs,n_topics,outlier_rate,silhouette,dbcv,mean_ari,min_ari,largest_share,smallest_share
hdbscan,30,67.0,0.4112750350284348,0.6475070714950562,0.32660044664348614,1.0,1.0,0.08217835643287134,0.004199916001679967
hdbscan,50,7.0,0.05695211406906783,0.09594346582889557,-0.13296649408821146,1.0,1.0,0.7694459010662471,0.004806851948959972
hdbscan,80,15.0,0.27816698260941236,0.38581186532974243,0.10257275862095286,1.0,1.0,0.38227905914592375,0.009248686914820736
hdbscan,100,3.0,0.013681694552048132,0.33888712525367737,0.43465937516521064,1.0,1.0,0.8493356731010279,0.014539984958636249
hdbscan,200,2.0,0.026456770790406328,0.535006046295166,0.1942786310867996,1.0,1.0,0.8620894006095496,0.1379105993904504
kmeans,5,5.0,0.0,0.366399347782135,,0.9964950236858602,0.9947461060979913,0.2708316162531938,0.1342619302728097
kmeans,7,7.0,0.0,0.40945833921432495,,0.9998658238632121,0.9997987357948183,0.23745157834006428,0.06700733536635622
kmeans,10,10.0,0.0,0.4103676974773407,,0.9749307052886461,0.9629685745821497,0.17670815132283854,0.04145718288963982
