robot_status,topic,mean_share_post_averaged,n_posts_in_status
强势,0,0.17380243089142977,11
强势,1,0.19707885780955084,11
强势,2,0.20610360954200074,11
强势,3,0.040011630468872135,11
强势,4,0.1481505458694518,11
强势,5,0.06659439981177405,11
强势,6,0.060458448915563116,11
强势,7,0.04124161485659292,11
强势,8,0.05186058486143858,11
强势,9,0.014697876973326075,11
