Topic,ctfidf_top_terms
-1,"担架,ai,机器人,开始,装备,这样,救护车,马拉松,测试,起跑线,东西,质量,一地,视频,知道"
0,"机器人,人类,以为,机器,中国,人形机器人,救人,医生,技术,科技,服务,公司,产品,发展,为什么"
1,"稀碎,一下,摔倒,一地,好笑,零件,不行,好像,搞笑,诡异,摔得,这样,脑浆,抽搐,心碎"
