Topic,ctfidf_top_terms
-1,"奶瓶,孩子,可爱,第一,倒数,小派,鲁班,参加,短腿,摔倒,鞋子,腿短,宝宝,马拉松,苍蝇"
0,"可爱,孩子,真的,东西,小小的,评论,步伐,小朋友,小孩,一下,儿子,知道,一样,矫健,幼儿园"
1,"机器人,人类,机器,人形,小机器人,肯定,人形机器人,马拉松,机器狗,形态,机械,跑步,玩具,为什么,比赛"
