Topic,ctfidf_top_terms
-1,"ai,装备,起跑线,输在,春晚,这样,一地,就业,视频,不如,粉碎性,四个,爆一地,以为,骨折"
0,"机器人,人类,救护车,开始,一下,为什么,这样,以为,马拉松,测试,不行,公司,真的,比赛,知道"
1,"担架,抬担架,拿个,扫把,抬走,搞笑,过来,单架,还要,垃圾桶,扫帚,塑料袋,准备,多余,绷住"
