Topic,ctfidf_top_terms
0,"机器人,人类,机器,人形机器人,为什么,玩具,人形,马拉松,这些,发展,遥控,中国,比赛,救护车,轮子"
1,"装备,解说,搞笑,开始,起跑线,好笑,视频,真的,结束,解体,嘲笑,大家,努力,输在,原地"
2,"ai,玩意,质量,宇树,科技,公司,这样,东西,电机,这些,为了,不行,需要,垃圾,一样"
3,"担架,摔倒,一地,一块,一下,挣扎,粉身碎骨,骨折,稀碎,这样,粉碎性,碎成,以为,抬担架,地上"
4,"红色,春晚,遥控,测试,荣耀,闪电,比赛,去年,跑步,减速带,自主,马拉松,参赛,厉害,今年"
