robot_status,topic,mean_share_post_averaged,n_posts_in_status
,0,0.2297121155624024,18
,1,0.15998637262144952,18
,2,0.1783330648434832,18
,3,0.09358809790165773,18
,4,0.084334512937816,18
,5,0.05332199102849232,18
,6,0.039769849495271375,18
,7,0.05582581019055807,18
,8,0.07502312022175381,18
,9,0.030105065197115557,18
中性,0,0.1877489275218982,3
中性,1,0.26365002826771944,3
中性,2,0.1299480798302816,3
中性,3,0.14899977847075727,3
中性,4,0.06661276826194368,3
中性,5,0.01693371001574043,3
中性,6,0.015716631480178277,3
中性,7,0.026836737909772822,3
中性,8,0.12713306887648287,3
中性,9,0.01642026936522546,3
失败,0,0.28565016065016063,3
失败,1,0.1475067725067725,3
失败,2,0.1496933996933997,3
失败,3,0.21924021924021922,3
失败,4,0.055311430311430314,3
失败,5,0.05164167664167663,3
失败,6,0.012865137865137865,3
失败,7,0.03805728805728806,3
失败,8,0.0222993972993973,3
失败,9,0.017734517734517733,3
弱势,0,0.09367588577583429,4
弱势,1,0.4545126969624826,4
弱势,2,0.1997937027624092,4
弱势,3,0.10122509968941804,4
弱势,4,0.06701143367592988,4
弱势,5,0.017647095729650574,4
弱势,6,0.011715007301626706,4
弱势,7,0.029248102017934936,4
弱势,8,0.022094712238584467,4
弱势,9,0.003076263846129324,4
强势,0,0.2141637104191302,1
强势,1,0.0260149783208514,1
强势,2,0.10445407962160032,1
强势,3,0.06516883458152674,1
强势,4,0.07081855209565104,1
强势,5,0.19892261200893444,1
强势,6,0.14702404414662987,1
强势,7,0.08382604125607673,1
强势,8,0.08724214952043095,1
强势,9,0.002364998029168309,1
成功,0,0.1658273446616924,4
成功,1,0.10695119676687859,4
成功,2,0.1127430608091241,4
成功,3,0.0518402467519862,4
成功,4,0.18249819634088357,4
成功,5,0.05552711095124403,4
成功,6,0.08433989922347102,4
成功,7,0.08183035874300067,4
成功,8,0.14254508315150038,4
成功,9,0.015897502600219056,4
