robot_status,topic,mean_share_post_averaged,n_posts_in_status
失败,0,0.25998771048000613,5
失败,1,0.10064706437390103,5
失败,2,0.06117247790770001,5
失败,3,0.057060403054211284,5
失败,4,0.09701388899560995,5
失败,5,0.09894754743159362,5
失败,6,0.325170907756978,5
常态,0,0.21041292967551473,8
常态,1,0.07811498222609868,8
常态,2,0.07670273662132703,8
常态,3,0.16317463926902057,8
常态,4,0.08343414435483548,8
常态,5,0.06708890302550255,8
常态,6,0.321071664827701,8
弱势,0,0.15546947855999244,5
弱势,1,0.06304506590681563,5
弱势,2,0.05039049404043121,5
弱势,3,0.22735724640802904,5
弱势,4,0.07367018709425138,5
弱势,5,0.08558330397989986,5
弱势,6,0.3444842240105805,5
强势,0,0.15660647723462567,11
强势,1,0.08625824119149046,11
强势,2,0.0764356778063091,11
强势,3,0.0810009295845131,11
强势,4,0.11535475256222405,11
强势,5,0.07808226665577937,11
强势,6,0.4062616549650583,11
混合,0,0.2216755508952069,4
混合,1,0.07903582265575619,4
混合,2,0.04838238967859124,4
混合,3,0.1468682262878527,4
混合,4,0.06875697799681227,4
混合,5,0.049674864481996046,4
混合,6,0.38560616800378467,4
