method,k,perplexity,reconstruction_err,topic_diversity,largest_topic_share,smallest_topic_share
lda,5,1754.2225835214388,,0.9571154898741105,0.2287120957815822,0.15456342545969937
lda,7,1775.1866407636728,,0.9564970697975624,0.1603819327887807,0.10879862742904033
lda,10,1804.6277158406278,,0.9753928489560674,0.12300921263660437,0.0748573346760658
lda,12,1873.5409046587397,,0.9655207500035086,0.11223005482824214,0.05594718585655142
nmf,5,,159.61056506948276,0.9551913603637742,0.5184066241468054,0.07329081347208236
nmf,7,,158.87594320994333,0.9510326382247565,0.36417888180224534,0.06430196561112976
nmf,10,,157.9861284062503,0.9612166037453393,0.2099511394576853,0.04337771810077953
nmf,12,,157.419838042728,0.9624392210599108,0.21875349669911603,0.023684308679273434
