robot_status,topic,mean_share_post_averaged,n_posts_in_status
失败,0,0.19602587904172836,5
失败,1,0.12212965153995181,5
失败,2,0.0991140689604138,5
失败,3,0.11102913406571402,5
失败,4,0.1779465936120467,5
失败,5,0.16550844915691426,5
失败,6,0.128246223623231,5
常态,0,0.14292403226576544,8
常态,1,0.14058714034310485,8
常态,2,0.14720226473286901,8
常态,3,0.18164745387681577,8
常态,4,0.14617586534222482,8
常态,5,0.13620657246817441,8
常态,6,0.10525667097104566,8
弱势,0,0.155686537509786,5
弱势,1,0.12178031517169377,5
弱势,2,0.11356838686114716,5
弱势,3,0.22289812766733216,5
弱势,4,0.11087412197713917,5
弱势,5,0.1725114057167866,5
弱势,6,0.10268110509611512,5
强势,0,0.1460712166955752,11
强势,1,0.1296214034535143,11
强势,2,0.1587831101164266,11
强势,3,0.12733781357693397,11
强势,4,0.144667950519823,11
强势,5,0.14878570873681937,11
强势,6,0.14473279690090754,11
混合,0,0.16413284030683437,4
混合,1,0.13174381755166914,4
混合,2,0.10962387118721847,4
混合,3,0.17048898808566387,4
混合,4,0.1480508173872545,4
混合,5,0.12078558202674429,4
混合,6,0.15517408345461534,4
