robot_status,topic,mean_share_post_averaged,n_posts_in_status
失败,0,0.2379273464637719,5
失败,1,0.07323385798653034,5
失败,2,0.045872121686250766,5
失败,3,0.047377233926917305,5
失败,4,0.04035129085711766,5
失败,5,0.07315509603773115,5
失败,6,0.10158100089082342,5
失败,7,0.09419656715549768,5
失败,8,0.07120508247103782,5
失败,9,0.21510040252432194,5
常态,0,0.17801952774198662,8
常态,1,0.0399956344270009,8
常态,2,0.06235495239844966,8
常态,3,0.14572925811214021,8
常态,4,0.034809096730994686,8
常态,5,0.0161232879874361,8
常态,6,0.10340016134612963,8
常态,7,0.11692959869547226,8
常态,8,0.16925059460985797,8
常态,9,0.13338788795053189,8
弱势,0,0.14781697554879203,5
弱势,1,0.04032251915359684,5
弱势,2,0.03376733409101087,5
弱势,3,0.21043319645234773,5
弱势,4,0.026507203600767592,5
弱势,5,0.07308451027087226,5
弱势,6,0.10465112050279693,5
弱势,7,0.13484477654438182,5
弱势,8,0.08753101357625663,5
弱势,9,0.1410413502591773,5
强势,0,0.13744033326704702,11
强势,1,0.06549432310703283,11
强势,2,0.054162512362811326,11
强势,3,0.06889866909435424,11
强势,4,0.03288887478269808,11
强势,5,0.04225800018089402,11
强势,6,0.12382141169030217,11
强势,7,0.08614054371903349,11
强势,8,0.1772743509974644,11
强势,9,0.21162098079836242,11
混合,0,0.19723117290546086,4
混合,1,0.05890512429238046,4
混合,2,0.03476476645517593,4
混合,3,0.12709059159735933,4
混合,4,0.03454020439089174,4
混合,5,0.03256063521577291,4
混合,6,0.11939485313994427,4
混合,7,0.11834439962894609,4
混合,8,0.08076543634343543,4
混合,9,0.19640281603063298,4
