post_category,topic,mean_share_post_averaged,n_posts_in_category
弱势|同伴,0,0.429042904290429,1
弱势|同伴,1,0.24422442244224424,1
弱势|同伴,2,0.1551155115511551,1
弱势|同伴,3,0.026402640264026403,1
弱势|同伴,4,0.039603960396039604,1
弱势|同伴,5,0.10561056105610561,1
弱势|同伴,6,0.0,1
弱势|观众,0,0.1788748175943298,2
弱势|观众,1,0.165585261621847,2
弱势|观众,2,0.16634094225557639,2
弱势|观众,3,0.2026266416510319,2
弱势|观众,4,0.1435532624557015,2
弱势|观众,5,0.12816604127579737,2
弱势|观众,6,0.014853033145716073,2
弱势|评价者,0,0.6,1
弱势|评价者,1,0.0,1
弱势|评价者,2,0.0,1
弱势|评价者,3,0.4,1
弱势|评价者,4,0.0,1
弱势|评价者,5,0.0,1
弱势|评价者,6,0.0,1
