robot_status,topic,mean_share_post_averaged,n_posts_in_status
,0,0.030056864337936636,1
,1,0.11129163281884646,1
,2,0.07229894394800974,1
,3,0.01380991064175467,1
,4,0.002437043054427295,1
,5,0.0008123476848090983,1
,6,0.017059301380991064,1
,7,0.0016246953696181965,1
,8,0.026807473598700244,1
,9,0.039805036555645816,1
,10,0.03330625507717303,1
,11,0.08367181153533712,1
,12,0.030056864337936636,1
,13,0.01949634443541836,1
,14,0.005686433793663688,1
,15,0.006498781478472786,1
,16,0.008123476848090982,1
,17,0.007311129163281885,1
,18,0.023558082859463852,1
,19,0.021933387489845652,1
,20,0.00487408610885459,1
,21,0.01380991064175467,1
,22,0.025995125913891144,1
,23,0.007311129163281885,1
,24,0.017059301380991064,1
,25,0.012997562956945572,1
,26,0.012997562956945572,1
,27,0.006498781478472786,1
,28,0.0008123476848090983,1
,29,0.007311129163281885,1
,30,0.017871649065800164,1
,31,0.021121039805036556,1
,32,0.002437043054427295,1
,33,0.0,1
,34,0.002437043054427295,1
,35,0.002437043054427295,1
,36,0.0016246953696181965,1
,37,0.0016246953696181965,1
,38,0.0016246953696181965,1
,39,0.012997562956945572,1
,40,0.0,1
,41,0.0008123476848090983,1
,42,0.003249390739236393,1
,43,0.0008123476848090983,1
,44,0.003249390739236393,1
,45,0.0016246953696181965,1
,46,0.0008123476848090983,1
,47,0.006498781478472786,1
,48,0.0008123476848090983,1
,49,0.003249390739236393,1
,50,0.045491470349309504,1
,51,0.0,1
,52,0.0008123476848090983,1
,53,0.003249390739236393,1
,54,0.0,1
,55,0.004061738424045491,1
,56,0.00487408610885459,1
,57,0.002437043054427295,1
,58,0.012997562956945572,1
,59,0.00487408610885459,1
,60,0.0,1
,61,0.0,1
,62,0.008935824532900082,1
,63,0.003249390739236393,1
,64,0.0,1
,65,0.0,1
,66,0.0016246953696181965,1
,67,0.0008123476848090983,1
,68,0.023558082859463852,1
,69,0.010560519902518278,1
,70,0.007311129163281885,1
,71,0.0,1
,72,0.004061738424045491,1
,73,0.003249390739236393,1
,74,0.007311129163281885,1
,75,0.002437043054427295,1
,76,0.017059301380991064,1
,77,0.025182778229082048,1
,78,0.0,1
,79,0.0008123476848090983,1
,80,0.0008123476848090983,1
,81,0.008935824532900082,1
,82,0.016246953696181964,1
,83,0.0016246953696181965,1
,84,0.0,1
,85,0.0,1
,86,0.0008123476848090983,1
,87,0.0008123476848090983,1
,88,0.01462225832656377,1
,89,0.0008123476848090983,1
,90,0.0016246953696181965,1
,91,0.0,1
,92,0.0016246953696181965,1
,93,0.002437043054427295,1
,94,0.002437043054427295,1
,95,0.0016246953696181965,1
,96,0.0,1
中性,0,0.16002847928969302,3
中性,1,0.07879968170205637,3
中性,2,0.09957281065460484,3
中性,3,0.0008795074758135443,3
中性,4,0.029086568664405076,3
中性,5,0.0,3
中性,6,0.01719227708673619,3
中性,7,0.0030782761653474055,3
中性,8,0.0017590149516270887,3
中性,9,0.019391045776270047,3
中性,10,0.018951292038363276,3
中性,11,0.0035180299032541774,3
中性,12,0.0030782761653474055,3
中性,13,0.02115006072789714,3
中性,14,0.02510784436905809,3
中性,15,0.0,3
中性,16,0.016312769610922644,3
中性,17,0.0008795074758135443,3
中性,18,0.013653306529295974,3
中性,19,0.041441554634166766,3
中性,20,0.04091803827951585,3
中性,21,0.011014784101855342,3
中性,22,0.019788918205804747,3
中性,23,0.01719227708673619,3
中性,24,0.01719227708673619,3
中性,25,0.025987351844871633,3
中性,26,0.0035180299032541774,3
中性,27,0.0,3
中性,28,0.0,3
中性,29,0.0008795074758135443,3
中性,30,0.014511873350923485,3
中性,31,0.02776730745068476,3
中性,32,0.0008795074758135443,3
中性,33,0.0013192612137203168,3
中性,34,0.0004397537379067722,3
中性,35,0.0004397537379067722,3
中性,36,0.0,3
中性,37,0.009695522888135024,3
中性,38,0.0013192612137203168,3
中性,39,0.0008795074758135443,3
中性,40,0.0,3
中性,41,0.0,3
中性,42,0.018469656992084433,3
中性,43,0.0,3
中性,44,0.0021987686895338612,3
中性,45,0.0008795074758135443,3
中性,46,0.0008795074758135443,3
中性,47,0.0004397537379067722,3
中性,48,0.006156552330694811,3
中性,49,0.044017255099049295,3
中性,50,0.0004397537379067722,3
中性,51,0.0,3
中性,52,0.0008795074758135443,3
中性,53,0.0013192612137203168,3
中性,54,0.0,3
中性,55,0.0004397537379067722,3
中性,56,0.005277044854881267,3
中性,57,0.0008795074758135443,3
中性,58,0.0017590149516270887,3
中性,59,0.007936507936507936,3
中性,60,0.0004397537379067722,3
中性,61,0.0026385224274406336,3
中性,62,0.0004397537379067722,3
中性,63,0.009695522888135024,3
中性,64,0.0030782761653474055,3
中性,65,0.0004397537379067722,3
中性,66,0.0004397537379067722,3
中性,67,0.0013192612137203168,3
中性,68,0.0026385224274406336,3
中性,69,0.0026385224274406336,3
中性,70,0.02776730745068476,3
中性,71,0.0013192612137203168,3
中性,72,0.0013192612137203168,3
中性,73,0.0004397537379067722,3
中性,74,0.014093060267202745,3
中性,75,0.015873015873015872,3
中性,76,0.0,3
中性,77,0.0004397537379067722,3
中性,78,0.0004397537379067722,3
中性,79,0.0,3
中性,80,0.015873015873015872,3
中性,81,0.0004397537379067722,3
中性,82,0.0,3
中性,83,0.0,3
中性,84,0.0,3
中性,85,0.009255769150228252,3
中性,86,0.015873015873015872,3
中性,87,0.0004397537379067722,3
中性,88,0.0,3
中性,89,0.016312769610922644,3
中性,90,0.0004397537379067722,3
中性,91,0.0004397537379067722,3
