robot_status,topic,mean_share_post_averaged,n_posts_in_status
中性,0,0.4940628304375519,3
中性,1,0.04234467196456853,3
中性,2,0.11730250832761029,3
中性,3,0.15198842621791786,3
中性,4,0.19430156305235144,3
