Topic,ctfidf_top_terms
-1,"可爱,第一,奶瓶,倒数,孩子,小派,鲁班,摔倒,鞋子,参加,苍蝇,最后,随时,蟑螂,宝宝"
0,"可爱,孩子,真的,短腿,腿短,这小,小小的,小孩,马拉松,东西,小朋友,评论,步伐,人家,一下"
1,"机器人,人类,机器,轮子,人形,小机器人,肯定,机械,人形机器人,为什么,马拉松,需要,机器狗,形态,跑步"
