robot_status,topic,mean_share_post_averaged,n_posts_in_status
中性,0,0.3307377195974093,3
中性,1,0.23290289827312072,3
中性,2,0.2550646976287139,3
中性,3,0.1250290045332723,3
中性,4,0.05626567996748378,3
