excluded_post_id,robot_status,topic,delta_mean_share
69db34bb000000001a0348ae,失败,0,-0.04903159834027848
69db34bb000000001a0348ae,失败,1,0.008256086603863233
69db34bb000000001a0348ae,失败,2,0.010320784048593004
69db34bb000000001a0348ae,失败,3,0.014147883926205182
69db34bb000000001a0348ae,失败,4,0.006234768645843269
69db34bb000000001a0348ae,失败,5,0.01206658427970246
69db34bb000000001a0348ae,失败,6,-0.0019945091639286816
69df625d0000000021005c63,失败,0,0.015443213637544972
69df625d0000000021005c63,失败,1,0.004003387887201448
69df625d0000000021005c63,失败,2,-0.006265320070135097
69df625d0000000021005c63,失败,3,-0.004144704834161142
69df625d0000000021005c63,失败,4,0.0037078586957251247
69df625d0000000021005c63,失败,5,-0.015249717667697657
69df625d0000000021005c63,失败,6,0.0025052823515223643
69e2583b00000000230211ea,失败,0,0.015083375789587739
69e2583b00000000230211ea,失败,1,0.004720183440260872
69e2583b00000000230211ea,失败,2,-0.0025340950013716806
69e2583b00000000230211ea,失败,3,-0.00039475883683967594
69e2583b00000000230211ea,失败,4,-0.02284669841030733
69e2583b00000000230211ea,失败,5,0.0008230995440360461
69e2583b00000000230211ea,失败,6,0.005148893474634042
69e41e24000000001a025f1a,失败,0,0.013006982274153533
69e41e24000000001a025f1a,失败,1,-0.008593163217522806
69e41e24000000001a025f1a,失败,2,-0.006736848721114061
69e41e24000000001a025f1a,失败,3,-0.009488696211922942
69e41e24000000001a025f1a,失败,4,0.012307643139770397
69e41e24000000001a025f1a,失败,5,0.0004566771589594315
69e41e24000000001a025f1a,失败,6,-0.0009525944223235383
69e48b0b000000001a02578c,失败,0,0.005498026638992348
69e48b0b000000001a02578c,失败,1,-0.008386494713802775
69e48b0b000000001a02578c,失败,2,0.005215479744027848
69e48b0b000000001a02578c,失败,3,-0.00011972404328144948
69e48b0b000000001a02578c,失败,4,0.0005964279289685237
69e48b0b000000001a02578c,失败,5,0.001903356684999663
69e48b0b000000001a02578c,失败,6,-0.004707072239904131
