robot_status,topic,mean_share_post_averaged,n_posts_in_status
失败,0,0.2615818854300476,5
失败,1,0.08689250808776278,5
失败,2,0.03846960866502725,5
失败,3,0.040851044537917644,5
失败,4,0.03677423418462448,5
失败,5,0.03078344193434628,5
失败,6,0.07480367225115873,5
失败,7,0.160234448583846,5
失败,8,0.033203484722033653,5
失败,9,0.06379337328399046,5
失败,10,0.052736602923539065,5
失败,11,0.11987569539570604,5
