method,k,perplexity,reconstruction_err,topic_diversity,largest_topic_share,smallest_topic_share
lda,5,501.1495497769674,,0.9788177339901478,0.3680140597539543,0.14657293497363796
lda,7,537.543845928475,,0.9783016654937837,0.2769771528998243,0.10966608084358524
lda,10,577.8679008804137,,0.9868089764641489,0.22249560632688928,0.07521968365553602
lda,12,567.6546822150564,,0.9873488580385132,0.22495606326889278,0.05834797891036907
nmf,5,,49.88469907024822,0.9525683129131405,0.49701230228471,0.05588752196836556
nmf,7,,49.508846932474434,0.9537082147919587,0.2657293497363796,0.04499121265377856
nmf,10,,48.98346807328044,0.9630481055768412,0.23796133567662567,0.03690685413005272
nmf,12,,48.649803001287054,0.9594792180999078,0.23374340949033393,0.03479789103690686
